x(m),y(m),z(m),zRelative(m),heading(rad),t(s)
679817.77,4461987.84,0.1,0.0,6.225589441863773,0
679817.77,4461987.84,0.1,0.0,6.225589441863773,0.008977136
679817.78,4461987.84,0.1,0.0,6.22663663941497,3.390773527
679817.77,4461987.84,0.1,0.0,6.22663663941497,3.624945083
679817.78,4461987.84,0.1,0.0,6.226811172340169,4.317273709
679817.77,4461987.84,0.16,0.06,6.227160238190568,6.482471681
679817.77,4461987.84,0.3,0.2,6.22698570526537,6.717933441
679817.76,4461987.85,0.53,0.43,6.226811172340169,6.984499349
679817.74,4461987.86,0.82,0.72,6.22663663941497,7.216957472
679817.74,4461987.86,1.18,1.08,6.226811172340169,7.44763478
679817.74,4461987.87,1.58,1.48,6.22698570526537,7.677357588
679817.74,4461987.87,2.01,1.91,6.22698570526537,7.907677305
679817.73,4461987.88,2.48,2.38,6.22698570526537,8.173168456
679817.73,4461987.89,2.97,2.87,6.22698570526537,8.407335475
679817.72,4461987.89,3.47,3.37,6.2276838369661665,8.643300527
679817.71,4461987.89,3.98,3.88,6.2276838369661665,8.879801718
679817.71,4461987.89,4.5,4.4,6.2276838369661665,9.114785987
679817.71,4461987.89,5.02,4.92,6.2276838369661665,9.380951238
679817.7,4461987.89,5.56,5.46,6.2276838369661665,9.612415139
679817.7,4461987.89,6.1,6.0,6.2276838369661665,9.843313752
679817.7,4461987.89,6.64,6.54,6.2276838369661665,10.075794361
679817.7,4461987.9,7.18,7.08,6.2276838369661665,10.309924629
679817.7,4461987.9,7.69,7.59,6.2276838369661665,10.578787561
679817.7,4461987.9,8.17,8.07,6.2276838369661665,10.813470148
679817.7,4461987.9,8.59,8.49,6.2276838369661665,11.046491261
679817.69,4461987.9,8.95,8.85,6.2276838369661665,11.278114449
679817.69,4461987.9,9.23,9.13,6.2276838369661665,11.509810193
