x(m),y(m),z(m),zRelative(m),heading(rad),t(s)
679967.75,4461987.53,0.1,0.0,6.225763974788972,0
679967.75,4461987.53,0.1,0.0,6.225763974788972,0.021913216
679967.76,4461987.53,0.1,0.0,6.22663663941497,3.399821878
679967.75,4461987.53,0.1,0.0,6.22663663941497,3.635189798
679967.76,4461987.53,0.1,0.0,6.226811172340169,4.331885852
679967.75,4461987.53,0.16,0.06,6.227160238190568,6.489522407
679967.75,4461987.53,0.3,0.2,6.22698570526537,6.726303647
679967.74,4461987.54,0.53,0.43,6.226811172340169,6.994599723
679967.72,4461987.55,0.82,0.72,6.226811172340169,7.228260234
679967.72,4461987.55,1.17,1.07,6.22698570526537,7.460174361
679967.72,4461987.56,1.57,1.47,6.22698570526537,7.690445152
679967.71,4461987.56,2.01,1.91,6.227160238190568,7.919845562
679967.71,4461987.57,2.47,2.37,6.227160238190568,8.184125494
679967.7,4461987.57,2.96,2.86,6.22698570526537,8.417284016
679967.7,4461987.57,3.46,3.36,6.227858369891366,8.652193279
679967.69,4461987.58,3.97,3.87,6.2276838369661665,8.888668665
679967.68,4461987.58,4.49,4.39,6.2276838369661665,9.124935324
679967.68,4461987.58,5.01,4.91,6.2276838369661665,9.392604574
679967.68,4461987.58,5.55,5.45,6.2276838369661665,9.625386831
679967.68,4461987.58,6.09,5.99,6.2276838369661665,9.856602802
679967.68,4461987.58,6.63,6.53,6.2276838369661665,10.087266833
679967.68,4461987.58,7.17,7.07,6.2276838369661665,10.319472845
679967.67,4461987.59,7.68,7.58,6.2276838369661665,10.586359415
679967.67,4461987.59,8.16,8.06,6.2276838369661665,10.821828692
679967.67,4461987.59,8.58,8.48,6.2276838369661665,11.057534874
679967.67,4461987.59,8.94,8.84,6.227858369891366,11.291906064
679967.66,4461987.59,9.22,9.12,6.227858369891366,11.524521441
