x(m),y(m),z(m),zRelative(m),heading(rad),t(s)
679867.72,4461987.61,0.1,0.0,6.225589441863773,0
679867.72,4461987.61,0.1,0.0,6.225589441863773,0.015788248
679867.73,4461987.61,0.1,0.0,6.22663663941497,3.376450741
679867.72,4461987.61,0.1,0.0,6.22663663941497,3.609239506
679867.73,4461987.61,0.1,0.0,6.226811172340169,4.315946086
679867.72,4461987.61,0.16,0.06,6.227160238190568,6.480688578
679867.72,4461987.61,0.3,0.2,6.22698570526537,6.712309917
679867.71,4461987.62,0.53,0.43,6.226811172340169,6.978954967
679867.7,4461987.63,0.82,0.72,6.22663663941497,7.214526375
679867.7,4461987.63,1.18,1.08,6.226811172340169,7.449355666
679867.69,4461987.64,1.58,1.48,6.22698570526537,7.682412932
679867.68,4461987.64,2.01,1.91,6.22698570526537,7.913861414
679867.68,4461987.65,2.48,2.38,6.22698570526537,8.179121144
679867.67,4461987.67,2.97,2.87,6.22698570526537,8.413249749
679867.67,4461987.67,3.47,3.37,6.2276838369661665,8.648479536
679867.66,4461987.67,3.98,3.88,6.2276838369661665,8.882196715
679867.65,4461987.67,4.5,4.4,6.2276838369661665,9.114408907
679867.65,4461987.67,5.02,4.92,6.2276838369661665,9.379148612
679867.65,4461987.67,5.56,5.46,6.2276838369661665,9.612425451
679867.65,4461987.67,6.1,6.0,6.2276838369661665,9.847512282
679867.65,4461987.67,6.64,6.54,6.2276838369661665,10.082242384
679867.64,4461987.68,7.18,7.08,6.2276838369661665,10.31532414
679867.64,4461987.68,7.69,7.59,6.2276838369661665,10.579794371
679867.64,4461987.68,8.17,8.07,6.2276838369661665,10.81220684
679867.64,4461987.68,8.59,8.49,6.2276838369661665,11.046169185
679867.63,4461987.68,8.95,8.85,6.2276838369661665,11.281686815
679867.63,4461987.68,9.23,9.13,6.2276838369661665,11.51606691
