x(m),y(m),z(m),zRelative(m),heading(rad),t(s)
679917.73,4461987.75,0.1,0.0,6.225589441863773,0
679917.73,4461987.75,0.1,0.0,6.225589441863773,0.020069043
679917.74,4461987.75,0.1,0.0,6.22663663941497,3.396602381
679917.73,4461987.75,0.1,0.0,6.22663663941497,3.626980464
679917.74,4461987.75,0.1,0.0,6.226811172340169,4.31523056
679917.73,4461987.75,0.16,0.06,6.227160238190568,6.489291954
679917.73,4461987.75,0.3,0.2,6.22698570526537,6.7187252
679917.72,4461987.76,0.53,0.43,6.226811172340169,6.982824461
679917.71,4461987.77,0.82,0.72,6.226811172340169,7.216108628
679917.71,4461987.77,1.17,1.07,6.22698570526537,7.450891452
679917.7,4461987.77,1.57,1.47,6.22698570526537,7.687295422
679917.7,4461987.78,2.01,1.91,6.22698570526537,7.923863584
679917.69,4461987.79,2.47,2.37,6.22698570526537,8.192171399
679917.69,4461987.79,2.96,2.86,6.22698570526537,8.425264943
679917.68,4461987.79,3.46,3.36,6.2276838369661665,8.656907241
679917.67,4461987.81,3.97,3.87,6.2276838369661665,8.887102905
679917.67,4461987.81,4.49,4.39,6.2276838369661665,9.1182089
679917.67,4461987.81,5.01,4.91,6.2276838369661665,9.384110535
679917.66,4461987.81,5.55,5.45,6.2276838369661665,9.618745721
679917.66,4461987.81,6.09,5.99,6.2276838369661665,9.8550499
679917.66,4461987.81,6.63,6.53,6.2276838369661665,10.090713719
679917.66,4461987.81,7.17,7.07,6.2276838369661665,10.324755453
679917.66,4461987.82,7.68,7.58,6.2276838369661665,10.589745885
679917.66,4461987.82,8.16,8.06,6.2276838369661665,10.820558844
679917.66,4461987.82,8.58,8.48,6.2276838369661665,11.052617116
679917.65,4461987.82,8.94,8.84,6.2276838369661665,11.286603996
679917.65,4461987.82,9.22,9.12,6.2276838369661665,11.521950205
