x(m),y(m),z(m),zRelative(m),heading(rad),t(s)
679617.72,4461987.7,0.1,0.0,6.225589441863773,0
679617.72,4461987.7,0.1,0.0,6.225589441863773,0.009201276
679617.73,4461987.7,0.1,0.0,6.226462106489771,3.374439743
679617.72,4461987.7,0.1,0.0,6.22663663941497,3.60355797
679617.73,4461987.7,0.1,0.0,6.226811172340169,4.300556745
679617.72,4461987.7,0.16,0.06,6.227160238190568,6.468751585
679617.72,4461987.7,0.3,0.2,6.22698570526537,6.702289726
679617.71,4461987.71,0.52,0.42,6.226811172340169,6.970940026
679617.69,4461987.72,0.82,0.72,6.226811172340169,7.208049204
679617.69,4461987.72,1.17,1.07,6.226811172340169,7.443694693
679617.69,4461987.72,1.57,1.47,6.22698570526537,7.677877679
679617.69,4461987.73,2.0,1.9,6.22698570526537,7.909959813
679617.68,4461987.74,2.47,2.37,6.22698570526537,8.173487053
679617.68,4461987.74,2.96,2.86,6.22698570526537,8.404435629
679617.67,4461987.75,3.46,3.36,6.2276838369661665,8.636986005
679617.66,4461987.75,3.97,3.87,6.2276838369661665,8.871412747
679617.66,4461987.75,4.48,4.38,6.2276838369661665,9.107126648
679617.66,4461987.75,5.01,4.91,6.2276838369661665,9.375972529
679617.65,4461987.75,5.54,5.44,6.2276838369661665,9.609749595
679617.65,4461987.76,6.09,5.99,6.2276838369661665,9.841914449
679617.65,4461987.75,6.63,6.53,6.2276838369661665,10.07265817
679617.65,4461987.75,7.16,7.06,6.227509304040966,10.304468592
679617.65,4461987.76,7.68,7.58,6.227509304040966,10.570840677
679617.65,4461987.76,8.16,8.06,6.2276838369661665,10.806094903
679617.65,4461987.76,8.58,8.48,6.2276838369661665,11.041991029
679617.64,4461987.76,8.93,8.83,6.2276838369661665,11.276040122
679617.64,4461987.76,9.22,9.12,6.2276838369661665,11.508789833
