x(m),y(m),z(m),zRelative(m),heading(rad),t(s)
679567.78,4461987.93,0.1,0.0,6.225589441863773,0
679567.78,4461987.93,0.1,0.0,6.225589441863773,0.019346589
679567.79,4461987.93,0.1,0.0,6.226462106489771,3.391496778
679567.78,4461987.93,0.1,0.0,6.22663663941497,3.620517754
679567.79,4461987.93,0.1,0.0,6.226811172340169,4.312826347
679567.78,4461987.93,0.16,0.06,6.227160238190568,6.485534106
679567.78,4461987.93,0.3,0.2,6.22698570526537,6.716365557
679567.77,4461987.94,0.53,0.43,6.226811172340169,6.981983755
679567.75,4461987.95,0.82,0.72,6.22663663941497,7.216550092
679567.75,4461987.95,1.18,1.08,6.226811172340169,7.452689477
679567.74,4461987.95,1.58,1.48,6.22698570526537,7.689295695
679567.74,4461987.96,2.01,1.91,6.227160238190568,7.924402472
679567.73,4461987.97,2.48,2.38,6.227160238190568,8.191088691
679567.73,4461987.97,2.97,2.87,6.22698570526537,8.422847131
679567.72,4461987.98,3.47,3.37,6.2276838369661665,8.653329758
679567.72,4461987.98,3.98,3.88,6.227509304040966,8.884755448
679567.71,4461987.98,4.5,4.4,6.227509304040966,9.117668772
679567.71,4461987.98,5.02,4.92,6.227509304040966,9.385691661
679567.71,4461987.99,5.56,5.46,6.227509304040966,9.62170852
679567.71,4461987.99,6.1,6.0,6.2276838369661665,9.856690746
679567.7,4461987.99,6.64,6.54,6.2276838369661665,10.090056642
679567.7,4461987.99,7.18,7.08,6.227509304040966,10.321820946
679567.7,4461987.99,7.69,7.59,6.227509304040966,10.585649627
679567.7,4461987.99,8.17,8.07,6.227509304040966,10.818395334
679567.7,4461987.99,8.59,8.49,6.227509304040966,11.052651457
679567.69,4461987.99,8.95,8.85,6.227509304040966,11.288494176
679567.69,4461987.99,9.23,9.13,6.2276838369661665,11.523389336
