x(m),y(m),z(m),zRelative(m),heading(rad),t(s)
679717.74,4461987.94,0.1,0.0,6.225589441863773,0
679717.74,4461987.94,0.1,0.0,6.225589441863773,0.007481557
679717.75,4461987.94,0.1,0.0,6.22663663941497,3.383453734
679717.74,4461987.94,0.1,0.0,6.22663663941497,3.617337999
679717.75,4461987.94,0.1,0.0,6.226811172340169,4.309965669
679717.74,4461987.94,0.15,0.05,6.227160238190568,6.47690232
679717.74,4461987.94,0.29,0.19,6.22698570526537,6.711756503
679717.73,4461987.95,0.51,0.41,6.226811172340169,6.977720153
679717.72,4461987.96,0.8,0.7,6.22663663941497,7.2095885
679717.72,4461987.96,1.15,1.05,6.226811172340169,7.439716677
679717.71,4461987.97,1.55,1.45,6.22698570526537,7.669022983
679717.7,4461987.97,1.98,1.88,6.227160238190568,7.899661749
679717.7,4461987.98,2.45,2.35,6.22698570526537,8.16546726
679717.69,4461987.99,2.93,2.83,6.22698570526537,8.399950394
679717.69,4461987.99,3.43,3.33,6.227858369891366,8.636384054
679717.68,4461987.99,3.94,3.84,6.227858369891366,8.873610226
679717.67,4461987.99,4.46,4.36,6.227858369891366,9.109281128
679717.67,4461987.99,4.99,4.89,6.227858369891366,9.376499742
679717.67,4461987.99,5.52,5.42,6.227858369891366,9.608994793
679717.67,4461987.99,6.06,5.96,6.227858369891366,9.839981512
679717.67,4461987.99,6.6,6.5,6.227858369891366,10.069847376
679717.67,4461987.99,7.14,7.04,6.227858369891366,10.301116094
679717.66,4461987.99,7.66,7.56,6.227858369891366,10.566857239
679717.66,4461988.0,8.14,8.04,6.227858369891366,10.801856666
679717.66,4461988.0,8.56,8.46,6.227858369891366,11.037850909
679717.66,4461988.0,8.92,8.82,6.227858369891366,11.274547823
679717.65,4461988.0,9.21,9.11,6.227858369891366,11.509754938
