x(m),y(m),z(m),zRelative(m),heading(rad),t(s)
679767.76,4461987.71,0.1,0.0,6.225763974788972,0
679767.77,4461987.71,0.1,0.0,6.22663663941497,3.633019695
679767.76,4461987.71,0.1,0.0,6.22663663941497,3.863979396
679767.77,4461987.71,0.1,0.0,6.226811172340169,4.331220025
679767.76,4461987.71,0.15,0.05,6.227160238190568,6.267457231
679767.76,4461987.71,0.28,0.18,6.22698570526537,6.49987413
679767.75,4461987.72,0.49,0.39,6.226811172340169,6.733662853
679767.73,4461987.73,0.78,0.68,6.226811172340169,6.969201095
679767.73,4461987.73,1.13,1.03,6.226811172340169,7.239558037
679767.73,4461987.73,1.52,1.42,6.226811172340169,7.474573708
679767.73,4461987.74,1.95,1.85,6.22698570526537,7.707957338
679767.72,4461987.76,2.41,2.31,6.22698570526537,7.939501955
679767.71,4461987.75,2.9,2.8,6.22698570526537,8.170147443
679767.71,4461987.77,3.4,3.3,6.2276838369661665,8.434906021
679767.7,4461987.77,3.91,3.81,6.2276838369661665,8.668847485
679767.7,4461987.77,4.42,4.32,6.2276838369661665,8.904205559
679767.69,4461987.77,4.95,4.85,6.2276838369661665,9.139343325
679767.69,4461987.77,5.48,5.38,6.2276838369661665,9.3730923
679767.69,4461987.77,6.02,5.92,6.2276838369661665,9.637754147
679767.69,4461987.77,6.56,6.46,6.2276838369661665,9.869255631
679767.69,4461987.77,7.1,7.0,6.2276838369661665,10.102494888
679767.68,4461987.77,7.62,7.52,6.2276838369661665,10.337230831
679767.68,4461987.78,8.1,8.0,6.2276838369661665,10.5724862
679767.68,4461987.78,8.53,8.43,6.2276838369661665,10.838936714
679767.68,4461987.78,8.9,8.8,6.2276838369661665,11.070529928
679767.67,4461987.78,9.19,9.09,6.2276838369661665,11.303555671
679767.67,4461987.78,9.42,9.32,6.2276838369661665,11.538141433
