x(m),y(m),z(m),zRelative(m),heading(rad),t(s)
428779.1,4580771.84,110.1,0.0,6.22698570526537,0
428779.1,4580771.84,110.1,0.0,6.22698570526537,0.003132972
428779.1,4580771.84,110.09,0.0,6.227334771115768,2.636121468
428779.1,4580771.84,110.1,0.01,6.2276838369661665,5.76854193
428779.1,4580771.84,110.16,0.07,6.227509304040966,6.002110664
428779.1,4580771.84,110.3,0.21,6.227509304040966,6.235148921
428779.09,4580771.85,110.52,0.43,6.227334771115768,6.469360698
428779.08,4580771.85,110.82,0.73,6.227334771115768,6.734794618
428779.08,4580771.85,111.17,1.08,6.227334771115768,6.968322942
428779.07,4580771.85,111.58,1.49,6.227509304040966,7.20251022
428779.07,4580771.86,112.01,1.92,6.227509304040966,7.435188132
428779.07,4580771.86,112.47,2.38,6.227509304040966,7.668221869
428779.07,4580771.87,112.96,2.87,6.227509304040966,7.935880484
428779.07,4580771.87,113.45,3.36,6.224542244312577,8.169316393
428779.07,4580771.87,113.96,3.87,6.224542244312577,8.401452992
428779.07,4580771.87,114.48,4.39,6.224542244312577,8.635268955
428779.07,4580771.87,115.01,4.92,6.224542244312577,8.8694156
428779.07,4580771.87,115.55,5.46,6.224542244312577,9.134796513
428779.06,4580771.87,116.1,6.01,6.224542244312577,9.368298475
428779.06,4580771.87,116.64,6.55,6.224542244312577,9.602592924
428779.06,4580771.88,117.17,7.08,6.224542244312577,9.835451587
428779.06,4580771.88,117.68,7.59,6.224542244312577,10.101610891
428779.06,4580771.88,118.15,8.06,6.224542244312577,10.336205258
428779.06,4580771.88,118.57,8.48,6.224542244312577,10.568858257
428779.05,4580771.87,118.93,8.84,6.224542244312577,10.801152274
428779.05,4580771.87,119.22,9.13,6.224542244312577,11.035033286
