x(m),y(m),z(m),zRelative(m),heading(rad),t(s)
428899.1,4580772.08,110.1,0.0,6.22698570526537,0
428899.1,4580772.08,110.1,0.0,6.22698570526537,0.020247426
428899.1,4580772.08,110.09,0.0,6.227334771115768,2.683654092
428899.1,4580772.08,110.1,0.01,6.2276838369661665,5.785554447
428899.1,4580772.08,110.16,0.07,6.227509304040966,6.018353484
428899.09,4580772.08,110.3,0.21,6.227509304040966,6.285107226
428899.09,4580772.09,110.52,0.43,6.227334771115768,6.518466349
428899.08,4580772.09,110.82,0.73,6.227334771115768,6.751706617
428899.08,4580772.09,111.17,1.08,6.227334771115768,6.985281514
428899.07,4580772.09,111.58,1.49,6.227509304040966,7.218490885
428899.07,4580772.1,112.01,1.92,6.227509304040966,7.485042248
428899.06,4580772.1,112.47,2.38,6.227509304040966,7.718203825
428899.06,4580772.11,112.95,2.86,6.227509304040966,7.951782191
428899.06,4580772.11,113.45,3.36,6.224367711387377,8.185133064
428899.06,4580772.11,113.96,3.87,6.224367711387377,8.418619394
428899.06,4580772.11,114.48,4.39,6.224542244312577,8.685096104
428899.06,4580772.11,115.01,4.92,6.224542244312577,8.918240896
428899.05,4580772.11,115.55,5.46,6.224542244312577,9.151793381
428899.05,4580772.11,116.1,6.01,6.224716777237777,9.38520452
428899.05,4580772.11,116.64,6.55,6.224542244312577,9.651635341
428899.05,4580772.11,117.17,7.08,6.224542244312577,9.885018089
428899.05,4580772.13,117.68,7.59,6.224367711387377,10.118291987
428899.05,4580772.13,118.15,8.06,6.224367711387377,10.351689089
428899.05,4580772.11,118.57,8.48,6.224367711387377,10.585138607
428899.05,4580772.11,118.93,8.84,6.224542244312577,10.851656357
428899.05,4580772.11,119.22,9.13,6.224542244312577,11.084987959
