x(m),y(m),z(m),zRelative(m),heading(rad),t(s)
428699.1,4580771.92,10.0,0.0,6.226811172340169,0
428699.1,4580771.92,10.0,0.0,6.226811172340169,0.021471143
428699.1,4580771.92,9.99,0.0,6.227160238190568,3.149925047
428699.1,4580771.92,10.01,0.02,6.227509304040966,5.576852059
428699.1,4580771.92,10.03,0.04,6.227509304040966,5.809417643
428699.1,4580771.92,10.05,0.06,6.227509304040966,6.038034439
428699.1,4580771.92,10.08,0.09,6.227509304040966,6.265282901
428699.1,4580771.92,10.12,0.13,6.227509304040966,6.494206194
428699.09,4580771.92,10.23,0.24,6.227509304040966,6.756138599
428699.09,4580771.92,10.43,0.44,6.227334771115768,6.987103821
428699.08,4580771.94,10.71,0.72,6.227334771115768,7.2166583
428699.08,4580771.94,11.05,1.06,6.227334771115768,7.451886387
428699.08,4580771.94,11.44,1.45,6.227334771115768,7.685789243
428699.07,4580771.95,11.87,1.88,6.227334771115768,7.956717309
428699.06,4580771.95,12.34,2.35,6.227334771115768,8.19433366
428699.06,4580771.95,12.83,2.84,6.227334771115768,8.434011076
428699.06,4580771.95,13.33,3.34,6.224367711387377,8.672142101
428699.06,4580771.96,13.84,3.85,6.224367711387377,8.909319908
428699.06,4580771.96,14.35,4.36,6.224367711387377,9.170231439
428699.06,4580771.96,14.88,4.89,6.224367711387377,9.400833997
428699.06,4580771.96,15.42,5.43,6.224367711387377,9.625685976
428699.06,4580771.96,15.96,5.97,6.224367711387377,9.857103716
428699.06,4580771.96,16.5,6.51,6.224367711387377,10.092904911
428699.06,4580771.96,17.04,7.05,6.224367711387377,10.363902048
428699.06,4580771.96,17.56,7.57,6.224367711387377,10.600978814
428699.06,4580771.96,18.04,8.05,6.224367711387377,10.837143803
428699.06,4580771.97,18.46,8.47,6.224367711387377,11.069020304
428699.06,4580771.97,18.82,8.83,6.224367711387377,11.331202547
428699.06,4580771.97,19.11,9.12,6.224367711387377,11.560409105
