x(m),y(m),z(m),zRelative(m),heading(rad),t(s)
428859.08,4580772.13,10.0,0.0,6.226811172340169,0
428859.08,4580772.13,10.0,0.0,6.226811172340169,0.018430233
428859.08,4580772.13,9.99,0.0,6.227160238190568,3.149341012
428859.08,4580772.13,10.01,0.02,6.227509304040966,5.570024969
428859.08,4580772.13,10.03,0.04,6.227509304040966,5.80671435
428859.08,4580772.13,10.05,0.06,6.227509304040966,6.041484054
428859.08,4580772.13,10.08,0.09,6.227509304040966,6.275510425
428859.08,4580772.13,10.12,0.13,6.227509304040966,6.50943111
428859.07,4580772.13,10.23,0.24,6.227509304040966,6.774630826
428859.07,4580772.13,10.43,0.44,6.227334771115768,7.004179316
428859.06,4580772.14,10.71,0.72,6.227334771115768,7.229113907
428859.06,4580772.14,11.05,1.06,6.227334771115768,7.459383281
428859.06,4580772.14,11.44,1.45,6.227334771115768,7.68179243
428859.05,4580772.14,11.87,1.88,6.227334771115768,7.938710123
428859.05,4580772.15,12.34,2.35,6.227334771115768,8.164224964
428859.05,4580772.15,12.83,2.84,6.227334771115768,8.393403158
428859.05,4580772.15,13.33,3.34,6.224367711387377,8.623605025
428859.05,4580772.16,13.84,3.85,6.224542244312577,8.856345536
428859.05,4580772.16,14.35,4.36,6.224542244312577,9.118978845
428859.04,4580772.16,14.88,4.89,6.224542244312577,9.353888465
428859.04,4580772.16,15.42,5.43,6.224542244312577,9.585719562
428859.04,4580772.16,15.96,5.97,6.224367711387377,9.82097313
428859.04,4580772.16,16.5,6.51,6.224367711387377,10.061850071
428859.04,4580772.16,17.04,7.05,6.224367711387377,10.337457853
428859.04,4580772.16,17.56,7.57,6.224367711387377,10.581370291
428859.04,4580772.17,18.04,8.05,6.224367711387377,10.825470284
428859.04,4580772.17,18.46,8.47,6.224367711387377,11.063440048
428859.04,4580772.17,18.82,8.83,6.224367711387377,11.333935843
428859.04,4580772.17,19.11,9.12,6.224367711387377,11.569574539
