x(m),y(m),z(m),zRelative(m),heading(rad),t(s)
429099.12,4580771.9,10.0,0.0,6.229080100367763,0
429099.12,4580771.9,10.0,0.0,6.229080100367763,0.006883696
429099.12,4580771.9,9.99,0.0,6.229429166218162,2.180227089
429099.12,4580771.9,10.0,0.01,6.2297782320685595,4.581020564
429099.12,4580771.9,10.01,0.02,6.22995276499376,4.813368046
429099.12,4580771.9,10.03,0.04,6.22995276499376,5.043850787
429099.12,4580771.9,10.06,0.07,6.22995276499376,5.272395125
429099.12,4580771.9,10.09,0.1,6.22995276499376,5.535590392
429099.12,4580771.9,10.13,0.14,6.22995276499376,5.770888086
429099.11,4580771.9,10.25,0.26,6.2297782320685595,6.007389368
429099.11,4580771.91,10.47,0.48,6.22960369914336,6.245182101
429099.1,4580771.92,10.76,0.77,6.22960369914336,6.48169067
429099.09,4580771.92,11.11,1.12,6.22960369914336,6.749380554
429099.08,4580771.92,11.51,1.52,6.22960369914336,6.982452149
429099.08,4580771.93,11.95,1.96,6.2297782320685595,7.213854595
429099.08,4580771.93,12.41,2.42,6.2297782320685595,7.443855328
429099.08,4580771.93,12.9,2.91,6.2297782320685595,7.672104622
429099.07,4580771.94,13.4,3.41,6.224542244312577,7.934627985
429099.07,4580771.94,13.91,3.92,6.224367711387377,8.166284709
429099.06,4580771.94,14.44,4.45,6.224367711387377,8.399240005
429099.06,4580771.94,14.97,4.98,6.224367711387377,8.634258408
429099.06,4580771.94,15.51,5.52,6.224367711387377,8.870564281
429099.06,4580771.94,16.05,6.06,6.224542244312577,9.143839174
429099.06,4580771.94,16.59,6.6,6.224542244312577,9.383743482
429099.06,4580771.95,17.12,7.13,6.224542244312577,9.622579203
429099.06,4580771.95,17.62,7.63,6.224542244312577,9.859420885
429099.06,4580771.95,18.09,8.1,6.224542244312577,10.094747944
429099.06,4580771.95,18.51,8.52,6.224542244312577,10.360992152
429099.06,4580771.95,18.86,8.87,6.224542244312577,10.592755515
429099.06,4580771.95,19.14,9.15,6.224542244312577,10.823346121
