20m, 60m, 120m
0.5596330275,	0.5613953488,	0.5460829493
0.5422018349,	0.5446511628,	0.5511520737
0.4724770642,	0.4823255814,	0.5101382488
0.5385321101,	0.5413953488,	0.5239631336
0.5018348624,	0.5088372093,	0.5373271889
