20m, 60m, 120m
0.5623853211,	0.5609302326,	0.5589861751
0.5435779817,	0.5418604651,	0.5299539171
0.5637614679,	0.5609302326,	0.5608294931
0.554587156,	0.5530232558,	0.565437788
0.5408256881,	0.536744186,	0.564516129
