x(m),y(m),z(m),zRelative(m),heading(rad),t(s)
430209.38,4580240.25,50.1,0.0,6.2322216930213505,0
430209.38,4580240.25,50.1,0.0,6.2322216930213505,0.202046032
430209.38,4580240.24,50.1,0.0,6.232570758871751,1.642583798
430209.38,4580240.25,50.1,0.0,6.232570758871751,2.107541491
430209.38,4580240.24,50.1,0.0,6.232745291796951,2.602100552
430209.38,4580240.24,50.09,0.0,6.232745291796951,3.069912596
430209.38,4580240.24,50.1,0.01,6.233443423497748,6.203292716
430209.38,4580240.24,50.15,0.06,6.233268890572548,6.436196173
430209.38,4580240.25,50.29,0.2,6.2330943576473485,6.67064728
430209.37,4580240.27,50.51,0.42,6.23291982472215,6.906446044
430209.35,4580240.28,50.8,0.71,6.23291982472215,7.174345919
430209.35,4580240.28,51.15,1.06,6.23291982472215,7.40742146
430209.34,4580240.28,51.55,1.46,6.2330943576473485,7.638805207
430209.34,4580240.29,51.98,1.89,6.233268890572548,7.870510261
430209.33,4580240.29,52.44,2.35,6.2330943576473485,8.103658511
430209.33,4580240.3,52.92,2.83,6.2330943576473485,8.371419658
430209.33,4580240.3,53.42,3.33,6.225763974788972,8.60713939
430209.32,4580240.31,53.92,3.83,6.225763974788972,8.841387872
430209.32,4580240.31,54.44,4.35,6.225938507714172,9.073987423
430209.31,4580240.31,54.97,4.88,6.225938507714172,9.305084715
430209.31,4580240.31,55.51,5.42,6.225938507714172,9.570103056
430209.31,4580240.31,56.05,5.96,6.225763974788972,9.804016884
430209.3,4580240.31,56.6,6.51,6.225763974788972,10.039605595
430209.3,4580240.31,57.13,7.04,6.225938507714172,10.274462473
430209.3,4580240.31,57.64,7.55,6.225938507714172,10.540501019
430209.29,4580240.31,58.12,8.03,6.225938507714172,10.77203811
430209.29,4580240.31,58.54,8.45,6.225938507714172,11.004141095
430209.29,4580240.31,58.9,8.81,6.225938507714172,11.237945776
430209.28,4580240.32,59.2,9.11,6.225938507714172,11.473123433
