x(m),y(m),z(m),zRelative(m),heading(rad),t(s)
428820.66,4580769.28,10.0,0.0,6.238330345403331,0
428820.66,4580769.28,10.0,0.0,6.238330345403331,0.073950881
428820.66,4580769.28,10.02,0.02,6.2397266088049275,5.342036051
428820.66,4580769.28,10.04,0.04,6.2397266088049275,5.607316085
428820.66,4580769.28,10.07,0.07,6.2397266088049275,5.841414413
428820.66,4580769.28,10.1,0.1,6.2397266088049275,6.075196043
428820.66,4580769.28,10.17,0.17,6.239552075879729,6.307916723
428820.65,4580769.29,10.33,0.33,6.239377542954529,6.54195621
428820.63,4580769.3,10.58,0.58,6.23902847710413,6.808348044
428820.61,4580769.32,10.89,0.89,6.23902847710413,7.040892774
428820.61,4580769.32,11.26,1.26,6.239203010029329,7.275212503
428820.6,4580769.33,11.68,1.68,6.239203010029329,7.508216542
428820.59,4580769.34,12.13,2.13,6.239377542954529,7.741770808
428820.58,4580769.35,12.6,2.6,6.239377542954529,8.008017176
428820.58,4580769.37,13.09,3.09,6.239377542954529,8.241766305
428820.57,4580769.37,13.6,3.6,6.22698570526537,8.474557569
428820.56,4580769.37,14.12,4.12,6.22698570526537,8.708066141
428820.56,4580769.38,14.65,4.65,6.22698570526537,8.942137783
428820.56,4580769.38,15.18,5.18,6.227160238190568,9.207890986
428820.56,4580769.38,15.72,5.72,6.227160238190568,9.441693642
428820.56,4580769.38,16.26,6.26,6.22698570526537,9.674795849
428820.56,4580769.38,16.8,6.8,6.22698570526537,9.908719437
428820.56,4580769.38,17.32,7.32,6.22698570526537,10.141325293
428820.55,4580769.39,17.82,7.82,6.22698570526537,10.408364167
428820.55,4580769.39,18.27,8.27,6.22698570526537,10.641424636
428820.54,4580769.39,18.67,8.67,6.22698570526537,10.875158799
428820.54,4580769.39,18.99,8.99,6.22698570526537,11.108207294
428820.54,4580769.39,19.24,9.24,6.22698570526537,11.342048718
