x(m),y(m),z(m),zRelative(m),heading(rad),t(s)
429100.68,4580769.73,10.0,0.0,6.238330345403331,0
429100.68,4580769.73,10.0,0.0,6.238330345403331,0.075904263
429100.68,4580769.73,10.02,0.02,6.239552075879729,5.342617428
429100.68,4580769.73,10.04,0.04,6.2397266088049275,5.608946677
429100.68,4580769.73,10.07,0.07,6.2397266088049275,5.842683611
429100.68,4580769.73,10.1,0.1,6.2397266088049275,6.075739423
429100.68,4580769.73,10.17,0.17,6.239552075879729,6.309518768
429100.67,4580769.74,10.33,0.33,6.239377542954529,6.542675299
429100.65,4580769.75,10.57,0.57,6.23902847710413,6.809170806
429100.63,4580769.77,10.88,0.88,6.23902847710413,7.042445152
429100.63,4580769.77,11.25,1.25,6.23902847710413,7.275694485
429100.62,4580769.78,11.66,1.66,6.239203010029329,7.50934284
429100.61,4580769.8,12.11,2.11,6.239377542954529,7.742712486
429100.6,4580769.81,12.58,2.58,6.239377542954529,8.008996202
429100.6,4580769.81,13.08,3.08,6.239377542954529,8.242456915
429100.59,4580769.82,13.58,3.58,6.22698570526537,8.476663305
429100.59,4580769.82,14.1,4.1,6.22698570526537,8.709879366
429100.59,4580769.83,14.63,4.63,6.22698570526537,8.942666124
429100.59,4580769.83,15.16,5.16,6.22698570526537,9.209292983
429100.59,4580769.83,15.7,5.7,6.227160238190568,9.44243942
429100.59,4580769.83,16.24,6.24,6.227160238190568,9.676124039
429100.58,4580769.83,16.78,6.78,6.227160238190568,9.909485148
429100.58,4580769.84,17.3,7.3,6.22698570526537,10.142933176
429100.57,4580769.84,17.8,7.8,6.22698570526537,10.40935778
429100.57,4580769.84,18.26,8.26,6.22698570526537,10.642060442
429100.57,4580769.84,18.65,8.65,6.22698570526537,10.876041924
429100.56,4580769.84,18.98,8.98,6.22698570526537,11.109637203
429100.56,4580769.84,19.23,9.23,6.22698570526537,11.342976965
