FID;FID_buildi;osm_id;name;type;Shape_Leng;startX;startY;endX;endY
69999;359;308754467.000000000000000;Seu del Districte de l'Eixample;townhall;0.000263682902551;2.179402199651861;41.401208199698715;2.179377099573514;41.401227400224400
70000;359;308754467.000000000000000;Seu del Districte de l'Eixample;townhall;0.000263682902551;2.179377099573514;41.401227400224400;2.179422099850058;41.401261200344152
70001;359;308754467.000000000000000;Seu del Districte de l'Eixample;townhall;0.000263682902551;2.179422099850058;41.401261200344152;2.179439400108265;41.401274200044327
70002;879;543374602.000000000000000; ;apartments;0.000263682902551;2.179522900361633;41.401112299593024;2.179506199951220;41.401125499842010
70003;879;543374602.000000000000000; ;apartments;0.000263682902551;2.179506199951220;41.401125499842010;2.179455300122072;41.401165999911029
70004;879;543374602.000000000000000; ;apartments;0.000263682902551;2.179455300122072;41.401165999911029;2.179432600334280;41.401184099666523
70005;879;543374602.000000000000000; ;apartments;0.000263682902551;2.179432600334280;41.401184099666523;2.179402199651861;41.401208199698715
70006;879;543374602.000000000000000; ;apartments;0.000263682902551;2.179402199651861;41.401208199698715;2.179377099573514;41.401227400224400
70007;879;543374602.000000000000000; ;apartments;0.000263682902551;2.179377099573514;41.401227400224400;2.179422099850058;41.401261200344152
70008;879;543374602.000000000000000; ;apartments;0.000263682902551;2.179422099850058;41.401261200344152;2.179439400108265;41.401274200044327
70009;884;543376108.000000000000000; ;apartments;0.000263682902551;2.179522900361633;41.401112299593024;2.179506199951220;41.401125499842010
70010;884;543376108.000000000000000; ;apartments;0.000263682902551;2.179506199951220;41.401125499842010;2.179455300122072;41.401165999911029
70011;884;543376108.000000000000000; ;apartments;0.000263682902551;2.179455300122072;41.401165999911029;2.179432600334280;41.401184099666523
70012;884;543376108.000000000000000; ;apartments;0.000263682902551;2.179432600334280;41.401184099666523;2.179402199651861;41.401208199698715
70013;884;543376108.000000000000000; ;apartments;0.000263682902551;2.179402199651861;41.401208199698715;2.179377099573514;41.401227400224400
70014;884;543376108.000000000000000; ;apartments;0.000263682902551;2.179377099573514;41.401227400224400;2.179422099850058;41.401261200344152
70015;884;543376108.000000000000000; ;apartments;0.000263682902551;2.179422099850058;41.401261200344152;2.179439400108265;41.401274200044327
70016;885;543378300.000000000000000; ;apartments;0.000263682902551;2.179522900361633;41.401112299593024;2.179506199951220;41.401125499842010
70017;885;543378300.000000000000000; ;apartments;0.000263682902551;2.179506199951220;41.401125499842010;2.179455300122072;41.401165999911029
70018;885;543378300.000000000000000; ;apartments;0.000263682902551;2.179455300122072;41.401165999911029;2.179432600334280;41.401184099666523
70019;885;543378300.000000000000000; ;apartments;0.000263682902551;2.179432600334280;41.401184099666523;2.179402199651861;41.401208199698715
70020;885;543378300.000000000000000; ;apartments;0.000263682902551;2.179402199651861;41.401208199698715;2.179377099573514;41.401227400224400
70021;885;543378300.000000000000000; ;apartments;0.000263682902551;2.179377099573514;41.401227400224400;2.179422099850058;41.401261200344152
70022;885;543378300.000000000000000; ;apartments;0.000263682902551;2.179422099850058;41.401261200344152;2.179439400108265;41.401274200044327
70023;976;642282859.000000000000000; ;ruins;0.000263682902551;2.179522900361633;41.401112299593024;2.179506199951220;41.401125499842010
70024;976;642282859.000000000000000; ;ruins;0.000263682902551;2.179506199951220;41.401125499842010;2.179455300122072;41.401165999911029
70025;976;642282859.000000000000000; ;ruins;0.000263682902551;2.179455300122072;41.401165999911029;2.179432600334280;41.401184099666523
70026;976;642282859.000000000000000; ;ruins;0.000263682902551;2.179432600334280;41.401184099666523;2.179402199651861;41.401208199698715
70027;976;642282859.000000000000000; ;ruins;0.000263682902551;2.179402199651861;41.401208199698715;2.179377099573514;41.401227400224400
