FID;FID_buildi;osm_id;name;type;Shape_Leng;startX;startY;endX;endY
0;2461;818068664.000000000000000; ;apartments;0.000033317727544;2.178117152984271;41.387011223988850;2.178107399836676;41.387001899817847
1;2461;818068664.000000000000000; ;apartments;0.000033317727544;2.178107399836676;41.387001899817847;2.178090245268663;41.387011836427178
2;2461;818068664.000000000000000; ;apartments;0.000026914684466;2.178090245268663;41.387011836427178;2.178117152984271;41.387011223988850
3;2598;824147098.000000000000000; ;apartments;0.000019590002516;2.176257099585541;41.387017999481145;2.176272100277231;41.387005399979273
4;2461;818068664.000000000000000; ;apartments;0.000055285415259;2.178090245268663;41.387011836427178;2.178065499523257;41.387012400302069
5;2461;818068664.000000000000000; ;apartments;0.000055285415259;2.178065499523257;41.387012400302069;2.178074599763022;41.387020899794720
6;2461;818068664.000000000000000; ;apartments;0.000055285415259;2.178074599763022;41.387020899794720;2.178090245268663;41.387011836427178
7;2595;824147091.000000000000000; ;apartments;0.000005748974797;2.176257099585541;41.387017999481145;2.176252700102054;41.387021700191383
8;2598;824147098.000000000000000; ;apartments;0.000005748974797;2.176257099585541;41.387017999481145;2.176252700102054;41.387021700191383
9;2457;818066413.000000000000000; ;apartments;0.000022138821017;2.180548599638200;41.387022200214403;2.180568300186963;41.387012099928540
10;2461;818068664.000000000000000; ;apartments;0.000022138821017;2.180548599638200;41.387022200214403;2.180568300186963;41.387012099928540
11;2595;824147091.000000000000000; ;apartments;0.000078551164193;2.176348700032520;41.387022800062198;2.176272100277231;41.387005399979273
12;1464;671811564.000000000000000; ;apartments;0.000220508656764;2.173926199834284;41.387012699776335;2.173737999609045;41.387013400348224
13;1464;671811564.000000000000000; ;apartments;0.000220508656764;2.173737999609045;41.387013400348224;2.173728699719788;41.387006499850145
14;1464;671811564.000000000000000; ;apartments;0.000220508656764;2.173728699719788;41.387006499850145;2.173718600333189;41.387024599605638
15;2595;824147091.000000000000000; ;apartments;0.000053205471550;2.176272100277231;41.387005399979273;2.176286100023560;41.387014699868530
16;2595;824147091.000000000000000; ;apartments;0.000053205471550;2.176286100023560;41.387014699868530;2.176271100231134;41.387027300269722
17;2595;824147091.000000000000000; ;apartments;0.000053205471550;2.176271100231134;41.387027300269722;2.176257099585541;41.387017999481145
18;2598;824147098.000000000000000; ;apartments;0.000128710864677;2.176272100277231;41.387005399979273;2.176196499668777;41.387000999596523
19;2598;824147098.000000000000000; ;apartments;0.000128710864677;2.176196499668777;41.387000999596523;2.176237300111382;41.387034799716275
20;2595;824147091.000000000000000; ;apartments;0.000020217746292;2.176252700102054;41.387021700191383;2.176237300111382;41.387034799716275
21;2598;824147098.000000000000000; ;apartments;0.000020217746292;2.176252700102054;41.387021700191383;2.176237300111382;41.387034799716275
22;2461;818068664.000000000000000; ;apartments;0.000173798273931;2.178278600177293;41.387039399748573;2.178253699748495;41.387016000288213
23;2461;818068664.000000000000000; ;apartments;0.000173798273931;2.178253699748495;41.387016000288213;2.178245499730053;41.387008300292905
24;2461;818068664.000000000000000; ;apartments;0.000173798273931;2.178245499730053;41.387008300292905;2.178117152984271;41.387011223988850
25;103;217514709.000000000000000; ; ;0.000029711629983;2.181439499533326;41.387022800062198;2.181447203125970;41.387051495630089
26;103;217514709.000000000000000; ; ;0.000046916345345;2.181447203125970;41.387051495630089;2.181461399823775;41.387034699891558
27;103;217514709.000000000000000; ; ;0.000046916345345;2.181461399823775;41.387034699891558;2.181439499533326;41.387022800062198
28;2461;818068664.000000000000000; ;apartments;0.000046916345345;2.181447203125970;41.387051495630089;2.181461399823775;41.387034699891558
29;2461;818068664.000000000000000; ;apartments;0.000046916345345;2.181461399823775;41.387034699891558;2.181439499533326;41.387022800062198
30;2458;818068618.000000000000000; ;apartments;0.000059516574014;2.178278600177293;41.387039399748573;2.178222299919241;41.387058700098976
31;2461;818068664.000000000000000; ;apartments;0.000059516574014;2.178278600177293;41.387039399748573;2.178222299919241;41.387058700098976
32;414;338750162.000000000000000; ;apartments;0.000075437413528;2.173128899579126;41.387014899518078;2.173102099782113;41.387043899956097
33;414;338750162.000000000000000; ;apartments;0.000075437413528;2.173102099782113;41.387043899956097;2.173088799708410;41.387058299900673
34;414;338750162.000000000000000; ;apartments;0.000075437413528;2.173088799708410;41.387058299900673;2.173103799500780;41.387064800200449
35;1470;671811616.000000000000000; ;apartments;0.000075437413528;2.173128899579126;41.387014899518078;2.173102099782113;41.387043899956097
36;1470;671811616.000000000000000; ;apartments;0.000075437413528;2.173102099782113;41.387043899956097;2.173088799708410;41.387058299900673
