x(m),y(m),z(m),zRelative(m),heading(rad),t(s)
678677.49,4461637.61,30.0,0.0,6.227509304040966,0
678677.49,4461637.6,30.0,0.0,6.228207435741766,2.632834111
678677.49,4461637.6,29.99,0.0,6.228381968666964,3.094387309
678677.49,4461637.6,30.01,0.02,6.229080100367763,5.496891242
678677.49,4461637.6,30.03,0.04,6.229080100367763,5.765916023
678677.49,4461637.6,30.05,0.06,6.229254633292962,5.999970061
678677.49,4461637.6,30.08,0.09,6.229254633292962,6.232776783
678677.49,4461637.6,30.12,0.13,6.229254633292962,6.463712363
678677.49,4461637.61,30.22,0.23,6.229080100367763,6.695288493
678677.48,4461637.61,30.42,0.43,6.228905567442562,6.961576715
678677.47,4461637.62,30.7,0.71,6.228731034517364,7.196882535
678677.46,4461637.63,31.04,1.05,6.228731034517364,7.431995557
678677.45,4461637.63,31.43,1.44,6.228731034517364,7.665670854
678677.45,4461637.64,31.87,1.88,6.228905567442562,7.897768497
678677.44,4461637.65,32.33,2.34,6.228905567442562,8.162518248
678677.43,4461637.65,32.81,2.82,6.228905567442562,8.396498788
678677.43,4461637.65,33.31,3.32,6.228207435741766,8.631708733
678677.42,4461637.66,33.81,3.82,6.228207435741766,8.864851514
678677.42,4461637.66,34.33,4.34,6.228207435741766,9.096897597
678677.41,4461637.66,34.86,4.87,6.228207435741766,9.363504263
678677.41,4461637.67,35.4,5.41,6.228207435741766,9.597777319
678677.41,4461637.67,35.94,5.95,6.228207435741766,9.830568407
678677.4,4461637.67,36.49,6.5,6.228207435741766,10.063954043
678677.4,4461637.67,37.03,7.04,6.228207435741766,10.332864936
678677.4,4461637.67,37.54,7.55,6.228207435741766,10.564968591
678677.4,4461637.66,38.01,8.02,6.228207435741766,10.796280063
678677.4,4461637.66,38.44,8.45,6.228207435741766,11.031299804
678677.4,4461637.67,38.8,8.81,6.228207435741766,11.265513947
678677.4,4461637.67,39.1,9.11,6.228207435741766,11.529701728
