x(m),y(m),z(m),zRelative(m),heading(rad),t(s)
678477.49,4461637.85,30.0,0.0,6.227509304040966,0
678477.49,4461637.85,30.0,0.0,6.227509304040966,0.119035535
678477.49,4461637.84,30.0,0.0,6.228207435741766,2.514032678
678477.49,4461637.85,30.0,0.0,6.228207435741766,2.747158954
678477.49,4461637.84,29.99,0.0,6.228381968666964,3.21757477
678477.49,4461637.84,30.0,0.01,6.229080100367763,5.616765049
678477.49,4461637.84,30.02,0.03,6.229080100367763,5.851355184
678477.49,4461637.84,30.05,0.06,6.229254633292962,6.117302833
678477.49,4461637.84,30.08,0.09,6.229254633292962,6.348656836
678477.49,4461637.84,30.11,0.12,6.229254633292962,6.580979503
678477.49,4461637.85,30.2,0.21,6.229080100367763,6.814759245
678477.48,4461637.85,30.38,0.39,6.228905567442562,7.050334049
678477.47,4461637.86,30.65,0.66,6.228731034517364,7.318156115
678477.46,4461637.87,30.98,0.99,6.228731034517364,7.551302908
678477.45,4461637.87,31.36,1.37,6.228905567442562,7.7826137
678477.45,4461637.88,31.79,1.8,6.228905567442562,8.014339474
678477.44,4461637.88,32.25,2.26,6.228905567442562,8.247508199
678477.43,4461637.89,32.73,2.74,6.229080100367763,8.519267954
678477.43,4461637.89,33.22,3.23,6.228032902816566,8.752255816
678477.42,4461637.9,33.73,3.74,6.228032902816566,8.983648267
678477.42,4461637.9,34.25,4.26,6.228032902816566,9.214801539
678477.42,4461637.9,34.77,4.78,6.228032902816566,9.447879691
678477.42,4461637.9,35.31,5.32,6.227858369891366,9.715595123
678477.42,4461637.9,35.85,5.86,6.227858369891366,9.951220845
678477.41,4461637.9,36.4,6.41,6.227858369891366,10.185421971
678477.41,4461637.9,36.94,6.95,6.228032902816566,10.417978096
678477.41,4461637.9,37.45,7.46,6.228032902816566,10.682051863
678477.4,4461637.9,37.94,7.95,6.228032902816566,10.914896405
678477.4,4461637.9,38.37,8.38,6.228032902816566,11.149475831
678477.4,4461637.9,38.74,8.75,6.228032902816566,11.384651213
678477.4,4461637.91,39.05,9.06,6.228032902816566,11.618591433
