x(m),y(m),z(m),zRelative(m),heading(rad),t(s)
678777.52,4461637.5,30.0,0.0,6.227509304040966,0
678777.52,4461637.5,30.0,0.0,6.227509304040966,0.117521471
678777.52,4461637.49,30.0,0.0,6.228207435741766,2.514549619
678777.52,4461637.5,30.0,0.0,6.228207435741766,2.748226211
678777.52,4461637.49,29.99,0.0,6.228381968666964,3.219085488
678777.52,4461637.49,30.0,0.01,6.229080100367763,5.617387747
678777.52,4461637.49,30.02,0.03,6.229080100367763,5.850609191
678777.52,4461637.49,30.05,0.06,6.229254633292962,6.118806587
678777.52,4461637.49,30.08,0.09,6.229254633292962,6.351717725
678777.52,4461637.49,30.11,0.12,6.229254633292962,6.583445823
678777.52,4461637.5,30.2,0.21,6.229080100367763,6.816743511
678777.52,4461637.5,30.38,0.39,6.228905567442562,7.051681289
678777.5,4461637.52,30.65,0.66,6.228731034517364,7.318996385
678777.49,4461637.53,30.98,0.99,6.228731034517364,7.551571534
678777.48,4461637.53,31.36,1.37,6.228905567442562,7.783265005
678777.48,4461637.54,31.79,1.8,6.229080100367763,8.016720348
678777.47,4461637.54,32.25,2.26,6.229080100367763,8.251664859
678777.46,4461637.55,32.73,2.74,6.228905567442562,8.519071493
678777.46,4461637.55,33.22,3.23,6.228032902816566,8.751649597
678777.45,4461637.55,33.73,3.74,6.228032902816566,8.983571693
678777.45,4461637.56,34.25,4.26,6.228032902816566,9.217064496
678777.45,4461637.56,34.77,4.78,6.228032902816566,9.452046509
678777.45,4461637.56,35.31,5.32,6.228032902816566,9.718805107
678777.45,4461637.57,35.85,5.86,6.228032902816566,9.950994848
678777.44,4461637.57,36.4,6.41,6.228032902816566,10.183823411
678777.44,4461637.57,36.94,6.95,6.228032902816566,10.418206223
678777.44,4461637.56,37.45,7.46,6.228032902816566,10.685263461
678777.43,4461637.56,37.94,7.95,6.228032902816566,10.917622022
678777.43,4461637.56,38.37,8.38,6.228032902816566,11.150224774
678777.43,4461637.57,38.74,8.75,6.228032902816566,11.384328075
678777.43,4461637.57,39.05,9.06,6.228032902816566,11.618709933
