x(m),y(m),z(m),zRelative(m),heading(rad),t(s)
678177.54,4461637.84,30.0,0.0,6.227509304040966,0
678177.54,4461637.84,30.0,0.0,6.227509304040966,0.132015207
678177.54,4461637.83,30.0,0.0,6.228207435741766,2.531284138
678177.54,4461637.84,30.0,0.0,6.228207435741766,2.765820588
678177.54,4461637.83,29.99,0.0,6.228381968666964,3.230977515
678177.54,4461637.83,30.0,0.01,6.229080100367763,5.634355312
678177.54,4461637.83,30.03,0.04,6.229080100367763,5.866696673
678177.54,4461637.83,30.05,0.06,6.229254633292962,6.133122341
678177.54,4461637.83,30.08,0.09,6.229254633292962,6.364287229
678177.54,4461637.83,30.11,0.12,6.229254633292962,6.59647947
678177.54,4461637.84,30.21,0.22,6.229080100367763,6.830770034
678177.53,4461637.84,30.4,0.41,6.228731034517364,7.066516549
678177.51,4461637.85,30.67,0.68,6.228731034517364,7.334453544
678177.51,4461637.86,31.01,1.02,6.228731034517364,7.567381849
678177.5,4461637.86,31.4,1.41,6.228905567442562,7.79878123
678177.49,4461637.88,31.83,1.84,6.228905567442562,8.030844892
678177.49,4461637.89,32.29,2.3,6.228905567442562,8.264489606
678177.48,4461637.89,32.77,2.78,6.228905567442562,8.538253841
678177.48,4461637.89,33.26,3.27,6.228032902816566,8.772189783
678177.47,4461637.9,33.77,3.78,6.227858369891366,9.00458287
678177.47,4461637.9,34.29,4.3,6.228032902816566,9.235301348
678177.46,4461637.9,34.81,4.82,6.228032902816566,9.465402001
678177.46,4461637.9,35.35,5.36,6.228032902816566,9.731207425
678177.46,4461637.9,35.89,5.9,6.227858369891366,9.965718083
678177.45,4461637.91,36.44,6.45,6.227858369891366,10.200921678
678177.45,4461637.91,36.98,6.99,6.228032902816566,10.435275268
678177.45,4461637.9,37.49,7.5,6.228032902816566,10.700788507
678177.45,4461637.9,37.97,7.98,6.228032902816566,10.932763159
678177.45,4461637.9,38.4,8.41,6.228032902816566,11.166399558
678177.45,4461637.91,38.77,8.78,6.228032902816566,11.4012085
678177.45,4461637.91,39.07,9.08,6.228032902816566,11.635624036
