20m, 60m, 120m
0.5155963303,	0.5134883721,	0.5101382488
0.5357798165,	0.5334883721,	0.5368663594
0.5660550459,	0.5720930233,	0.5884792627
0.5844036697,	0.5860465116,	0.6161290323
0.597706422,	0.6041860465,	0.6299539171
