20m, 60m, 120m
0.5743119266,	0.5702325581,	0.598156682
0.5839449541,	0.58,	0.6170506912
0.602293578,	0.5990697674,	0.6483870968
0.6096330275,	0.6069767442,	0.6764976959
0.6128440367,	0.6134883721,	0.6930875576
