20m, 60m, 120m
0.4853211009,	0.48,	0.4958525346
0.521559633,	0.5190697674,	0.5470046083
0.5399082569,	0.5348837209,	0.5723502304
0.5513761468,	0.548372093,	0.5940092166
0.5747706422,	0.5711627907,	0.6331797235
