20m, 60m, 120m
0.6252293578,	0.6274418605,	0.6419354839
0.6252293578,	0.6274418605,	0.6483870968
0.6252293578,	0.6274418605,	0.6576036866
0.6252293578,	0.6274418605,	0.6695852535
0.6252293578,	0.6293023256,	0.6741935484
