x(m),y(m),z(m),zRelative(m),heading(rad),t(s)
428416.83,4581377.96,50.1,0.0,6.236235950300939,0
428416.83,4581377.96,50.1,0.0,6.236235950300939,0.002199389
428416.83,4581377.95,50.1,0.0,6.237108614926935,3.389356991
428416.83,4581377.95,50.16,0.06,6.237632213702534,6.506516128
428416.82,4581377.96,50.3,0.2,6.237457680777335,6.7670739
428416.81,4581377.97,50.52,0.42,6.237283147852136,6.993353396
428416.8,4581378.0,50.81,0.71,6.237283147852136,7.221285834
428416.79,4581378.0,51.16,1.06,6.237283147852136,7.450526834
428416.78,4581378.01,51.56,1.46,6.237457680777335,7.681509161
428416.77,4581378.01,52.0,1.9,6.237457680777335,7.94740699
428416.76,4581378.02,52.46,2.36,6.237457680777335,8.181678728
428416.75,4581378.03,52.95,2.85,6.237457680777335,8.41788377
428416.75,4581378.03,53.45,3.35,6.22663663941497,8.655717526
428416.75,4581378.04,53.95,3.85,6.22663663941497,8.928908561
428416.74,4581378.04,54.47,4.37,6.22663663941497,9.16738452
428416.74,4581378.04,55.0,4.9,6.22663663941497,9.40437137
428416.73,4581378.05,55.53,5.43,6.226811172340169,9.639724086
428416.73,4581378.05,56.07,5.97,6.226811172340169,9.873749175
428416.72,4581378.05,56.61,6.51,6.226811172340169,10.138564345
428416.72,4581378.05,57.15,7.05,6.226811172340169,10.369255624
428416.72,4581378.05,57.66,7.56,6.226811172340169,10.599587268
428416.71,4581378.05,58.14,8.04,6.22663663941497,10.827411003
428416.71,4581378.06,58.56,8.46,6.22663663941497,11.05666969
428416.71,4581378.06,58.92,8.82,6.22663663941497,11.320146962
428416.71,4581378.06,59.21,9.11,6.22663663941497,11.55282174
