x(m),y(m),z(m),zRelative(m),heading(rad),t(s)
428166.82,4581377.59,50.1,0.0,6.236235950300939,0
428166.82,4581377.58,50.1,0.0,6.237108614926935,3.366090592
428166.83,4581377.58,50.1,0.0,6.237806746627735,5.766475055
428166.82,4581377.58,50.16,0.06,6.237632213702534,6.242335615
428166.81,4581377.59,50.3,0.2,6.237283147852136,6.476508071
428166.8,4581377.6,50.52,0.42,6.237108614926935,6.740723753
428166.79,4581377.63,50.81,0.71,6.237108614926935,6.969411503
428166.78,4581377.63,51.16,1.06,6.237283147852136,7.198284825
428166.77,4581377.64,51.55,1.45,6.237283147852136,7.428636406
428166.76,4581377.65,51.98,1.88,6.237283147852136,7.66123856
428166.75,4581377.65,52.45,2.35,6.237457680777335,7.927280714
428166.75,4581377.66,52.93,2.83,6.237457680777335,8.162717989
428166.74,4581377.66,53.43,3.33,6.226462106489771,8.399989849
428166.74,4581377.67,53.94,3.84,6.226462106489771,8.637781734
428166.73,4581377.67,54.46,4.36,6.226462106489771,8.906801774
428166.73,4581377.68,54.99,4.89,6.226462106489771,9.141155816
428166.72,4581377.68,55.52,5.42,6.226462106489771,9.373856753
428166.72,4581377.68,56.06,5.96,6.226462106489771,9.605005465
428166.71,4581377.69,56.6,6.5,6.226462106489771,9.834774633
428166.71,4581377.69,57.13,7.03,6.226462106489771,10.098002193
428166.71,4581377.69,57.65,7.55,6.226462106489771,10.330308497
428166.71,4581377.69,58.13,8.03,6.226462106489771,10.565914469
428166.7,4581377.69,58.55,8.45,6.226462106489771,10.801372058
428166.7,4581377.69,58.91,8.81,6.226462106489771,11.03709806
428166.7,4581377.71,59.2,9.1,6.226462106489771,11.304167889
428166.7,4581377.69,59.42,9.32,6.226462106489771,11.536273187
