x(m),y(m),z(m),zRelative(m),heading(rad),t(s)
428216.83,4581378.17,50.1,0.0,6.236235950300939,0
428216.83,4581378.17,50.1,0.0,6.236235950300939,9.74924E-4
428216.83,4581378.16,50.1,0.0,6.237108614926935,3.370124747
428216.84,4581378.16,50.1,0.0,6.237806746627735,5.786930787
428216.83,4581378.16,50.16,0.06,6.237632213702534,6.250852052
428216.83,4581378.18,50.3,0.2,6.237457680777335,6.487034424
428216.82,4581378.19,50.52,0.42,6.237108614926935,6.754918062
428216.8,4581378.21,50.81,0.71,6.237108614926935,6.99075368
428216.79,4581378.21,51.16,1.06,6.237283147852136,7.225944235
428216.78,4581378.22,51.55,1.45,6.237283147852136,7.459602549
428216.77,4581378.23,51.98,1.88,6.237457680777335,7.691509687
428216.77,4581378.23,52.45,2.35,6.237457680777335,7.955182935
428216.76,4581378.24,52.93,2.83,6.237457680777335,8.187825267
428216.75,4581378.24,53.43,3.33,6.226462106489771,8.422187973
428216.75,4581378.25,53.94,3.84,6.226462106489771,8.657972265
428216.74,4581378.25,54.46,4.36,6.226462106489771,8.925595791
428216.74,4581378.26,54.99,4.89,6.226462106489771,9.158537894
428216.73,4581378.26,55.52,5.42,6.226462106489771,9.390059613
428216.73,4581378.26,56.06,5.96,6.226462106489771,9.622189247
428216.73,4581378.26,56.6,6.5,6.226462106489771,9.855907872
428216.73,4581378.26,57.13,7.03,6.226462106489771,10.124277775
428216.73,4581378.28,57.65,7.55,6.226462106489771,10.358797841
428216.73,4581378.28,58.13,8.03,6.226462106489771,10.593194846
428216.72,4581378.28,58.55,8.45,6.226462106489771,10.82398357
428216.72,4581378.28,58.91,8.81,6.226462106489771,11.055104636
428216.72,4581378.28,59.2,9.1,6.226462106489771,11.320705591
428216.72,4581378.28,59.42,9.32,6.226462106489771,11.555214007
