x(m),y(m),z(m),zRelative(m),heading(rad),t(s)
428859.09,4580772.12,50.1,0.0,6.2309999625449555,0
428859.09,4580772.12,50.1,0.0,6.2309999625449555,0.136842257
428859.1,4580772.12,50.1,0.0,6.231174495470156,1.332083146
428859.09,4580772.12,50.1,0.0,6.231349028395356,1.563817964
428859.1,4580772.12,50.1,0.0,6.231349028395356,2.266861175
428859.1,4580772.12,50.15,0.05,6.232047160096152,6.849764089
428859.09,4580772.12,50.29,0.19,6.231872627170953,7.084399375
428859.08,4580772.13,50.51,0.41,6.231698094245754,7.350054445
428859.07,4580772.14,50.8,0.7,6.231698094245754,7.57938255
428859.06,4580772.14,51.15,1.05,6.231872627170953,7.809652194
428859.06,4580772.15,51.55,1.45,6.231872627170953,8.042454629
428859.05,4580772.15,51.98,1.88,6.231872627170953,8.277581046
428859.05,4580772.16,52.44,2.34,6.231872627170953,8.548104296
428859.04,4580772.16,52.92,2.82,6.231872627170953,8.787115574
428859.04,4580772.16,53.42,3.32,6.225414908938574,9.020330375
428859.04,4580772.17,53.93,3.83,6.225414908938574,9.253295514
428859.03,4580772.17,54.45,4.35,6.225414908938574,9.483115096
428859.03,4580772.17,54.99,4.89,6.225414908938574,9.745540251
428859.03,4580772.17,55.53,5.43,6.225414908938574,9.975309304
428859.03,4580772.17,56.07,5.97,6.225414908938574,10.209411488
428859.02,4580772.17,56.61,6.51,6.225414908938574,10.442899409
428859.02,4580772.17,57.14,7.04,6.225414908938574,10.677898302
428859.02,4580772.19,57.65,7.55,6.225414908938574,10.948255556
428859.01,4580772.19,58.13,8.03,6.225414908938574,11.183878302
428859.01,4580772.19,58.55,8.45,6.225414908938574,11.418555477
428859.01,4580772.19,58.92,8.82,6.225414908938574,11.651970217
428859.01,4580772.19,59.21,9.11,6.225414908938574,11.882490571
