x(m),y(m),z(m),zRelative(m),heading(rad),t(s)
428699.11,4580771.91,50.1,0.0,6.2309999625449555,0
428699.11,4580771.91,50.1,0.0,6.2309999625449555,0.13877616
428699.11,4580771.91,50.15,0.05,6.232047160096152,6.602914285
428699.11,4580771.91,50.29,0.19,6.231872627170953,6.847794199
428699.1,4580771.92,50.51,0.41,6.231698094245754,7.087312163
428699.09,4580771.94,50.8,0.7,6.231698094245754,7.357242047
428699.08,4580771.94,51.15,1.05,6.231698094245754,7.591386988
428699.08,4580771.95,51.54,1.44,6.231872627170953,7.823034123
428699.07,4580771.95,51.98,1.88,6.231872627170953,8.056813854
428699.06,4580771.96,52.44,2.34,6.231872627170953,8.284564392
428699.06,4580771.96,52.91,2.81,6.231872627170953,8.54653735
428699.05,4580771.96,53.41,3.31,6.225240376013375,8.776369251
428699.05,4580771.97,53.92,3.82,6.225240376013375,9.008088829
428699.05,4580771.97,54.44,4.34,6.225414908938574,9.241412942
428699.05,4580771.97,54.97,4.87,6.225414908938574,9.474486851
428699.05,4580771.97,55.51,5.41,6.225414908938574,9.743330175
428699.04,4580771.97,56.05,5.95,6.225414908938574,9.980525713
428699.04,4580771.98,56.6,6.5,6.225414908938574,10.216388672
428699.04,4580771.98,57.13,7.03,6.225414908938574,10.451595729
428699.04,4580771.98,57.64,7.54,6.225414908938574,10.68314186
428699.04,4580771.98,58.11,8.01,6.225414908938574,10.946226735
428699.03,4580771.98,58.54,8.44,6.225414908938574,11.176251029
428699.03,4580771.98,58.9,8.8,6.225414908938574,11.409056176
428699.03,4580771.98,59.2,9.1,6.225414908938574,11.643731772
428699.03,4580771.98,59.43,9.33,6.225414908938574,11.878837678
