x(m),y(m),z(m),zRelative(m),heading(rad),t(s)
428899.1,4580772.07,50.1,0.0,6.2309999625449555,0
428899.11,4580772.07,50.1,0.0,6.231349028395356,1.699160558
428899.1,4580772.07,50.1,0.0,6.231349028395356,1.929947979
428899.11,4580772.07,50.1,0.0,6.231523561320555,2.671708929
428899.11,4580772.07,50.14,0.04,6.232047160096152,6.51708237
428899.1,4580772.07,50.28,0.18,6.231872627170953,6.757438482
428899.1,4580772.08,50.49,0.39,6.231698094245754,7.005092385
428899.09,4580772.09,50.78,0.68,6.231698094245754,7.238844624
428899.08,4580772.09,51.12,1.02,6.231698094245754,7.470498697
428899.08,4580772.1,51.52,1.42,6.231872627170953,7.731641406
428899.07,4580772.1,51.95,1.85,6.231872627170953,7.960299479
428899.06,4580772.11,52.41,2.31,6.231872627170953,8.18905258
428899.05,4580772.11,52.88,2.78,6.231872627170953,8.417076103
428899.05,4580772.13,53.38,3.28,6.225240376013375,8.650903722
428899.05,4580772.13,53.89,3.79,6.225240376013375,8.913086902
428899.05,4580772.13,54.41,4.31,6.225240376013375,9.148339622
428899.05,4580772.13,54.94,4.84,6.225414908938574,9.382102555
428899.05,4580772.13,55.47,5.37,6.225414908938574,9.622784228
428899.04,4580772.13,56.02,5.92,6.225414908938574,9.859179554
428899.04,4580772.13,56.57,6.47,6.225240376013375,10.128908007
428899.04,4580772.14,57.1,7.0,6.225240376013375,10.364621257
428899.04,4580772.14,57.61,7.51,6.225240376013375,10.597605901
428899.04,4580772.14,58.09,7.99,6.225240376013375,10.8300675
428899.03,4580772.14,58.52,8.42,6.225240376013375,11.059261217
428899.03,4580772.14,58.89,8.79,6.225240376013375,11.32146823
428899.03,4580772.14,59.19,9.09,6.225240376013375,11.553756049
428899.03,4580772.14,59.42,9.32,6.225240376013375,11.7885519
