x(m),y(m),z(m),zRelative(m),heading(rad),t(s)
429099.12,4580771.9,50.1,0.0,6.2309999625449555,0
429099.12,4580771.9,50.1,0.0,6.2309999625449555,0.138216368
429099.13,4580771.9,50.1,0.0,6.231174495470156,1.357558061
429099.12,4580771.9,50.1,0.0,6.231349028395356,1.58741439
429099.13,4580771.9,50.1,0.0,6.231349028395356,2.274013287
429099.13,4580771.9,50.15,0.05,6.232047160096152,6.615287036
429099.12,4580771.9,50.29,0.19,6.231872627170953,6.851413934
429099.11,4580771.91,50.51,0.41,6.231698094245754,7.086609197
429099.1,4580771.92,50.8,0.7,6.231698094245754,7.353238692
429099.09,4580771.92,51.15,1.05,6.231698094245754,7.583924136
429099.09,4580771.93,51.54,1.44,6.231872627170953,7.812934888
429099.08,4580771.93,51.98,1.88,6.231872627170953,8.044373058
429099.08,4580771.94,52.44,2.34,6.231872627170953,8.278219807
429099.07,4580771.94,52.91,2.81,6.231872627170953,8.549429932
429099.07,4580771.94,53.41,3.31,6.225414908938574,8.784146065
429099.06,4580771.95,53.92,3.82,6.225240376013375,9.014440788
429099.06,4580771.95,54.44,4.34,6.225414908938574,9.24625107
429099.06,4580771.95,54.97,4.87,6.225414908938574,9.479286985
429099.06,4580771.95,55.51,5.41,6.225414908938574,9.750313417
429099.05,4580771.95,56.05,5.95,6.225414908938574,9.985170711
429099.05,4580771.97,56.6,6.5,6.225414908938574,10.217898604
429099.05,4580771.97,57.13,7.03,6.225414908938574,10.449564774
429099.05,4580771.97,57.64,7.54,6.225414908938574,10.679424938
429099.05,4580771.97,58.11,8.01,6.225414908938574,10.944378714
429099.04,4580771.97,58.54,8.44,6.225414908938574,11.177939479
429099.04,4580771.97,58.9,8.8,6.225414908938574,11.413891609
429099.04,4580771.97,59.2,9.1,6.225414908938574,11.651492335
429099.04,4580771.97,59.43,9.33,6.225414908938574,11.8854665
