x(m),y(m),z(m),zRelative(m),heading(rad),t(s)
429059.11,4580771.92,50.1,0.0,6.2309999625449555,0
429059.11,4580771.92,50.1,0.0,6.2309999625449555,0.138327926
429059.12,4580771.92,50.1,0.0,6.231174495470156,1.344568244
429059.11,4580771.92,50.1,0.0,6.231349028395356,1.571796388
429059.12,4580771.92,50.1,0.0,6.231349028395356,2.264228019
429059.12,4580771.92,50.15,0.05,6.232047160096152,6.640739461
429059.11,4580771.92,50.29,0.19,6.231872627170953,6.872844164
429059.1,4580771.93,50.51,0.41,6.231698094245754,7.103142801
429059.09,4580771.95,50.8,0.7,6.231698094245754,7.363173075
429059.08,4580771.95,51.15,1.05,6.231698094245754,7.590969627
429059.08,4580771.96,51.54,1.44,6.231872627170953,7.819317676
429059.07,4580771.97,51.98,1.88,6.231872627170953,8.050300732
429059.07,4580771.97,52.44,2.34,6.231872627170953,8.284108519
429059.06,4580771.97,52.91,2.81,6.231872627170953,8.551840166
429059.06,4580771.98,53.41,3.31,6.225240376013375,8.787251573
429059.05,4580771.98,53.92,3.82,6.225414908938574,9.024719703
429059.05,4580771.98,54.44,4.34,6.225414908938574,9.263798953
429059.05,4580771.98,54.97,4.87,6.225414908938574,9.510422625
429059.05,4580771.98,55.51,5.41,6.225414908938574,9.778776801
429059.04,4580771.98,56.05,5.95,6.225414908938574,10.012214275
429059.04,4580771.99,56.6,6.5,6.225240376013375,10.244278313
429059.04,4580771.99,57.13,7.03,6.225240376013375,10.474989829
429059.04,4580771.99,57.64,7.54,6.225414908938574,10.703160478
429059.04,4580771.99,58.11,8.01,6.225414908938574,10.962963858
429059.03,4580771.99,58.54,8.44,6.225414908938574,11.191733143
429059.03,4580771.99,58.9,8.8,6.225414908938574,11.422819469
429059.03,4580771.99,59.2,9.1,6.225414908938574,11.656928945
429059.03,4580772.0,59.43,9.33,6.225414908938574,11.891867928
