x(m),y(m),z(m),zRelative(m),heading(rad),t(s)
429019.11,4580771.62,50.1,0.0,6.2309999625449555,0
429019.11,4580771.62,50.1,0.0,6.2309999625449555,0.136222914
429019.12,4580771.61,50.1,0.0,6.231174495470156,1.33262984
429019.11,4580771.62,50.1,0.0,6.231349028395356,1.566980975
429019.12,4580771.61,50.1,0.0,6.231349028395356,2.269967478
429019.12,4580771.61,50.15,0.05,6.232047160096152,6.601601325
429019.11,4580771.62,50.29,0.19,6.231872627170953,6.832706851
429019.1,4580771.63,50.51,0.41,6.231698094245754,7.067526274
429019.1,4580771.64,50.8,0.7,6.231698094245754,7.336002978
429019.09,4580771.64,51.15,1.05,6.231698094245754,7.570225464
429019.09,4580771.65,51.54,1.44,6.231872627170953,7.802803848
429019.08,4580771.65,51.98,1.88,6.231872627170953,8.036785362
429019.07,4580771.66,52.44,2.34,6.231872627170953,8.269159089
429019.06,4580771.66,52.91,2.81,6.231872627170953,8.532874144
429019.05,4580771.66,53.41,3.31,6.225240376013375,8.76874661
429019.05,4580771.67,53.92,3.82,6.225240376013375,9.003743562
429019.05,4580771.67,54.44,4.34,6.225414908938574,9.247814946
429019.05,4580771.67,54.97,4.87,6.225414908938574,9.478100609
429019.05,4580771.67,55.51,5.41,6.225414908938574,9.741442331
429019.05,4580771.67,56.05,5.95,6.225414908938574,9.9717427
429019.05,4580771.68,56.6,6.5,6.225414908938574,10.201875775
429019.05,4580771.68,57.13,7.03,6.225414908938574,10.435946655
429019.05,4580771.68,57.64,7.54,6.225414908938574,10.66944279
429019.05,4580771.68,58.11,8.01,6.225414908938574,10.93849484
429019.04,4580771.68,58.54,8.44,6.225414908938574,11.174660681
429019.04,4580771.68,58.9,8.8,6.225240376013375,11.410922483
429019.04,4580771.68,59.2,9.1,6.225240376013375,11.64565423
429019.04,4580771.68,59.43,9.33,6.225414908938574,11.877100801
