FID;FID_buildi;osm_id;name;type;startX;startY;endY;endX
1329;62;886739638.000000000000000; ; ;-0.350788900000000;39.537643199999998;39.537488600000003;-0.350887199999993
1330;62;886739638.000000000000000; ; ;-0.350887200000000;39.537488600000003;39.538122999999999;-0.352349700000031
1331;62;886739638.000000000000000; ; ;-0.352349700000000;39.538122999999999;39.538178199999997;-0.352320299999996
1332;62;886739638.000000000000000; ; ;-0.352320300000000;39.538178199999997;39.538230400000003;-0.352455600000000
1333;62;886739638.000000000000000; ; ;-0.352455600000000;39.538230400000003;39.538186899999999;-0.352490599999965
1334;62;886739638.000000000000000; ; ;-0.352490600000000;39.538186899999999;39.538266700000001;-0.352654999999978
1335;62;886739638.000000000000000; ; ;-0.352655000000000;39.538266700000001;39.538393300000003;-0.352569299999993
1336;62;886739638.000000000000000; ; ;-0.352569300000000;39.538393300000003;39.537999399999997;-0.351658100000006
1337;62;886739638.000000000000000; ; ;-0.351658100000000;39.537999399999997;39.538058900000003;-0.351620399999995
1338;62;886739638.000000000000000; ; ;-0.351620400000000;39.538058900000003;39.538450200000000;-0.352556399999991
1339;62;886739638.000000000000000; ; ;-0.352556400000000;39.538450200000000;39.539322900000002;-0.351949699999975
1340;62;886739638.000000000000000; ; ;-0.351949700000000;39.539322900000002;39.539356900000001;-0.352026899999967
1341;62;886739638.000000000000000; ; ;-0.352026900000000;39.539356900000001;39.538387999999998;-0.352698300000008
1342;62;886739638.000000000000000; ; ;-0.352698300000000;39.538387999999998;39.538310799999998;-0.352745500000006
1343;62;886739638.000000000000000; ; ;-0.352745500000000;39.538310799999998;39.538365200000001;-0.352849600000003
1344;62;886739638.000000000000000; ; ;-0.352849600000000;39.538365200000001;39.538498199999999;-0.352807199999959
1345;62;886739638.000000000000000; ; ;-0.352807200000000;39.538498199999999;39.539176300000001;-0.352308600000005
1346;62;886739638.000000000000000; ; ;-0.352308600000000;39.539176300000001;39.540263299999999;-0.351547700000020
1347;63;886994467.000000000000000; ;industrial;-0.350741400000000;39.539806300000002;39.539781300000001;-0.350681600000034
1348;63;886994467.000000000000000; ;industrial;-0.350681600000000;39.539781300000001;39.539867600000001;-0.350618899999998
1349;63;886994467.000000000000000; ;industrial;-0.350618900000000;39.539867600000001;39.539786200000002;-0.350416200000013
1350;63;886994467.000000000000000; ;industrial;-0.350416200000000;39.539786200000002;39.539074800000002;-0.350917199999988
1351;63;886994467.000000000000000; ;industrial;-0.350917200000000;39.539074800000002;39.539109900000000;-0.351015799999975
1352;63;886994467.000000000000000; ;industrial;-0.351015800000000;39.539109900000000;39.539034700000002;-0.351124499999998
1353;63;886994467.000000000000000; ;industrial;-0.351124500000000;39.539034700000002;39.538953900000003;-0.350896599999971
1354;63;886994467.000000000000000; ;industrial;-0.350896600000000;39.538953900000003;39.539771000000002;-0.350326799999988
1355;63;886994467.000000000000000; ;industrial;-0.350326800000000;39.539771000000002;39.539442899999997;-0.349561000000041
1356;63;886994467.000000000000000; ;industrial;-0.349561000000000;39.539442899999997;39.538734800000000;-0.350049899999992
1357;63;886994467.000000000000000; ;industrial;-0.350049900000000;39.538734800000000;39.537691000000002;-0.350753200000008
1358;63;886994467.000000000000000; ;industrial;-0.350753200000000;39.537691000000002;39.538010900000003;-0.351532199999981
1359;63;886994467.000000000000000; ;industrial;-0.351532200000000;39.538010900000003;39.537970299999998;-0.351561900000040
1360;63;886994467.000000000000000; ;industrial;-0.351561900000000;39.537970299999998;39.537643199999998;-0.350788900000031
1361;63;886994467.000000000000000; ;industrial;-0.350788900000000;39.537643199999998;39.537488600000003;-0.350887199999993
1362;63;886994467.000000000000000; ;industrial;-0.350887200000000;39.537488600000003;39.538122999999999;-0.352349700000031
1363;63;886994467.000000000000000; ;industrial;-0.352349700000000;39.538122999999999;39.538178199999997;-0.352320299999996
1364;63;886994467.000000000000000; ;industrial;-0.352320300000000;39.538178199999997;39.538230400000003;-0.352455600000000
1365;63;886994467.000000000000000; ;industrial;-0.352455600000000;39.538230400000003;39.538186899999999;-0.352490599999965
1366;63;886994467.000000000000000; ;industrial;-0.352490600000000;39.538186899999999;39.538266700000001;-0.352654999999978
1367;63;886994467.000000000000000; ;industrial;-0.352655000000000;39.538266700000001;39.538393300000003;-0.352569299999993
1368;63;886994467.000000000000000; ;industrial;-0.352569300000000;39.538393300000003;39.537999399999997;-0.351658100000006
1369;63;886994467.000000000000000; ;industrial;-0.351658100000000;39.537999399999997;39.538058900000003;-0.351620399999995
1370;63;886994467.000000000000000; ;industrial;-0.351620400000000;39.538058900000003;39.538450200000000;-0.352556399999991
1371;63;886994467.000000000000000; ;industrial;-0.352556400000000;39.538450200000000;39.539322900000002;-0.351949699999975
1372;63;886994467.000000000000000; ;industrial;-0.351949700000000;39.539322900000002;39.539356900000001;-0.352026899999967
1373;63;886994467.000000000000000; ;industrial;-0.352026900000000;39.539356900000001;39.538387999999998;-0.352698300000008
1374;63;886994467.000000000000000; ;industrial;-0.352698300000000;39.538387999999998;39.538310799999998;-0.352745500000006
1375;63;886994467.000000000000000; ;industrial;-0.352745500000000;39.538310799999998;39.538365200000001;-0.352849600000003
1376;63;886994467.000000000000000; ;industrial;-0.352849600000000;39.538365200000001;39.538498199999999;-0.352807199999959
1377;63;886994467.000000000000000; ;industrial;-0.352807200000000;39.538498199999999;39.539176300000001;-0.352308600000005
1378;63;886994467.000000000000000; ;industrial;-0.352308600000000;39.539176300000001;39.540263299999999;-0.351547700000020
1379;62;886739638.000000000000000; ; ;-0.351547700000000;39.540263299999999;39.539895000000001;-0.350688499999984
1380;62;886739638.000000000000000; ; ;-0.350688500000000;39.539895000000001;39.539806300000002;-0.350741400000008
1381;63;886994467.000000000000000; ;industrial;-0.351547700000000;39.540263299999999;39.539895000000001;-0.350688499999984
1382;63;886994467.000000000000000; ;industrial;-0.350688500000000;39.539895000000001;39.539806300000002;-0.350741400000008
1383;0;662608468.000000000000000;Asunción de Nuestra Señora;church;-0.354808000000000;39.540201000000003;39.539966200000002;-0.354990599999959
1384;0;662608468.000000000000000;Asunción de Nuestra Señora;church;-0.354990600000000;39.539966200000002;39.540103999999999;-0.355307900000011
1385;0;662608468.000000000000000;Asunción de Nuestra Señora;church;-0.355307900000000;39.540103999999999;39.540235699999997;-0.355214600000019
1386;0;662608468.000000000000000;Asunción de Nuestra Señora;church;-0.355214600000000;39.540235699999997;39.540163100000001;-0.355053199999987
1387;0;662608468.000000000000000;Asunción de Nuestra Señora;church;-0.355053200000000;39.540163100000001;39.540289899999998;-0.354970100000039
1388;7;886662639.000000000000000; ; ;-0.354808000000000;39.540201000000003;39.539966200000002;-0.354990599999959
1389;7;886662639.000000000000000; ; ;-0.354990600000000;39.539966200000002;39.540103999999999;-0.355307900000011
1390;7;886662639.000000000000000; ; ;-0.355307900000000;39.540103999999999;39.540235699999997;-0.355214600000019
1391;7;886662639.000000000000000; ; ;-0.355214600000000;39.540235699999997;39.540163100000001;-0.355053199999987
1392;7;886662639.000000000000000; ; ;-0.355053200000000;39.540163100000001;39.540289899999998;-0.354970100000039
1393;13;886739578.000000000000000; ; ;-0.354808000000000;39.540201000000003;39.539966200000002;-0.354990599999959
1394;13;886739578.000000000000000; ; ;-0.354990600000000;39.539966200000002;39.540103999999999;-0.355307900000011
1395;13;886739578.000000000000000; ; ;-0.355307900000000;39.540103999999999;39.540235699999997;-0.355214600000019
1396;13;886739578.000000000000000; ; ;-0.355214600000000;39.540235699999997;39.540163100000001;-0.355053199999987
1397;13;886739578.000000000000000; ; ;-0.355053200000000;39.540163100000001;39.540289899999998;-0.354970100000039
1398;0;662608468.000000000000000;Asunción de Nuestra Señora;church;-0.354970100000000;39.540289899999998;39.540201000000003;-0.354808000000038
1399;7;886662639.000000000000000; ; ;-0.354970100000000;39.540289899999998;39.540201000000003;-0.354808000000038
1400;13;886739578.000000000000000; ; ;-0.354970100000000;39.540289899999998;39.540201000000003;-0.354808000000038
1401;10;886662654.000000000000000; ; ;-0.358144300000000;39.539816299999998;39.540369400000003;-0.357675599999984
1402;10;886662654.000000000000000; ; ;-0.357675600000000;39.540369400000003;39.540206900000001;-0.357328100000008
1403;68;972251352.000000000000000; ; ;-0.358144300000000;39.539816299999998;39.540369400000003;-0.357675599999984
1404;68;972251352.000000000000000; ; ;-0.357675600000000;39.540369400000003;39.540206900000001;-0.357328100000008
1405;70;972251355.000000000000000; ; ;-0.358144300000000;39.539816299999998;39.540369400000003;-0.357675599999984
1406;70;972251355.000000000000000; ; ;-0.357675600000000;39.540369400000003;39.540206900000001;-0.357328100000008
1407;73;972251358.000000000000000; ; ;-0.358144300000000;39.539816299999998;39.540369400000003;-0.357675599999984
1408;73;972251358.000000000000000; ; ;-0.357675600000000;39.540369400000003;39.540206900000001;-0.357328100000008
1409;0;662608468.000000000000000;Asunción de Nuestra Señora;church;-0.352003900000000;39.540467900000003;39.540191900000003;-0.352180000000023
1410;0;662608468.000000000000000;Asunción de Nuestra Señora;church;-0.352180000000000;39.540191900000003;39.540208999999997;-0.352220199999974
1411;0;662608468.000000000000000;Asunción de Nuestra Señora;church;-0.352220200000000;39.540208999999997;39.540141599999998;-0.352272899999982
1412;0;662608468.000000000000000;Asunción de Nuestra Señora;church;-0.352272900000000;39.540141599999998;39.540215600000003;-0.352421899999965
1413;0;662608468.000000000000000;Asunción de Nuestra Señora;church;-0.352421900000000;39.540215600000003;39.540198599999997;-0.352442100000038
1414;0;662608468.000000000000000;Asunción de Nuestra Señora;church;-0.352442100000000;39.540198599999997;39.540288300000000;-0.352623400000028
1415;0;662608468.000000000000000;Asunción de Nuestra Señora;church;-0.352623400000000;39.540288300000000;39.540315200000002;-0.352599099999972
