x(m),y(m),z(m),zRelative(m),heading(rad),t(s)
429020.67,4580769.42,50.1,0.0,6.243042734383716,0
429020.67,4580769.42,50.1,0.0,6.243042734383716,0.002183223
429020.67,4580769.42,50.15,0.05,6.244613530710512,6.470247072
429020.66,4580769.43,50.29,0.19,6.244264464860113,6.702654395
429020.65,4580769.46,50.51,0.41,6.244089931934913,6.969452481
429020.62,4580769.47,50.8,0.7,6.243915399009714,7.203609921
429020.61,4580769.48,51.15,1.05,6.244089931934913,7.436147907
429020.6,4580769.49,51.55,1.45,6.244264464860113,7.669313519
429020.6,4580769.5,51.99,1.89,6.244264464860113,7.903708571
429020.58,4580769.51,52.45,2.35,6.244264464860113,8.169861665
429020.57,4580769.52,52.93,2.83,6.244264464860113,8.402518585
429020.56,4580769.52,53.42,3.32,6.227160238190568,8.636769046
429020.56,4580769.54,53.93,3.83,6.227160238190568,8.870203961
429020.55,4580769.54,54.45,4.35,6.227334771115768,9.102807342
429020.55,4580769.55,54.98,4.88,6.227509304040966,9.370000772
429020.54,4580769.55,55.52,5.42,6.227509304040966,9.60372919
429020.54,4580769.55,56.07,5.97,6.227334771115768,9.835971832
429020.54,4580769.55,56.61,6.51,6.227334771115768,10.068931551
429020.54,4580769.55,57.14,7.04,6.227334771115768,10.303296759
429020.54,4580769.55,57.65,7.55,6.227334771115768,10.570885978
429020.53,4580769.55,58.13,8.03,6.227334771115768,10.803181065
429020.53,4580769.56,58.55,8.45,6.227334771115768,11.035404249
429020.53,4580769.56,58.92,8.82,6.227334771115768,11.269101668
429020.52,4580769.56,59.21,9.11,6.227334771115768,11.504118685
