x(m),y(m),z(m),zRelative(m),heading(rad),t(s)
428700.69,4580769.72,50.1,0.0,6.243042734383716,0
428700.69,4580769.72,50.1,0.0,6.243042734383716,0.003639224
428700.69,4580769.72,50.15,0.05,6.244613530710512,6.470194436
428700.68,4580769.73,50.29,0.19,6.244264464860113,6.703932648
428700.66,4580769.76,50.51,0.41,6.244089931934913,6.970323251
428700.64,4580769.77,50.8,0.7,6.243915399009714,7.203618294
428700.63,4580769.78,51.15,1.05,6.244089931934913,7.437086113
428700.62,4580769.79,51.55,1.45,6.244264464860113,7.670323427
428700.61,4580769.8,51.99,1.89,6.244264464860113,7.90400179
428700.6,4580769.81,52.45,2.35,6.244264464860113,8.170007348
428700.59,4580769.82,52.93,2.83,6.244264464860113,8.40366136
428700.58,4580769.82,53.42,3.32,6.227160238190568,8.63671812
428700.57,4580769.83,53.93,3.83,6.227160238190568,8.870890839
428700.57,4580769.83,54.45,4.35,6.227334771115768,9.103811801
428700.56,4580769.85,54.98,4.88,6.227509304040966,9.370302898
428700.56,4580769.85,55.52,5.42,6.227509304040966,9.60349087
428700.56,4580769.85,56.07,5.97,6.227509304040966,9.837088055
428700.56,4580769.85,56.61,6.51,6.227334771115768,10.070495914
428700.56,4580769.85,57.14,7.04,6.227334771115768,10.30374393
428700.55,4580769.85,57.65,7.55,6.227334771115768,10.570391686
428700.55,4580769.85,58.13,8.03,6.227334771115768,10.803576832
428700.55,4580769.86,58.55,8.45,6.227334771115768,11.037110513
428700.55,4580769.86,58.92,8.82,6.227334771115768,11.270416062
428700.55,4580769.86,59.21,9.11,6.227509304040966,11.50384814
