x(m),y(m),z(m),zRelative(m),heading(rad),t(s)
428900.69,4580769.54,50.1,0.0,6.243042734383716,0
428900.69,4580769.54,50.1,0.0,6.243042734383716,0.060370301
428900.69,4580769.56,50.15,0.05,6.244613530710512,6.561068742
428900.68,4580769.56,50.29,0.19,6.244438997785312,6.794062233
428900.66,4580769.58,50.51,0.41,6.244089931934913,7.027694121
428900.64,4580769.59,50.8,0.7,6.244089931934913,7.261014765
428900.63,4580769.6,51.15,1.05,6.244089931934913,7.527326506
428900.62,4580769.61,51.55,1.45,6.244089931934913,7.761214016
428900.6,4580769.62,51.98,1.88,6.244264464860113,7.993823153
428900.59,4580769.63,52.44,2.34,6.244264464860113,8.227483144
428900.59,4580769.63,52.92,2.82,6.244264464860113,8.461279681
428900.58,4580769.65,53.42,3.32,6.227334771115768,8.727089713
428900.57,4580769.66,53.93,3.83,6.227334771115768,8.961070911
428900.56,4580769.66,54.45,4.35,6.227509304040966,9.19441384
428900.56,4580769.66,54.98,4.88,6.227509304040966,9.427165101
428900.55,4580769.66,55.52,5.42,6.227509304040966,9.661362811
428900.55,4580769.66,56.06,5.96,6.227509304040966,9.927399156
428900.55,4580769.67,56.6,6.5,6.227509304040966,10.160585047
428900.55,4580769.67,57.13,7.03,6.227334771115768,10.394677444
428900.55,4580769.67,57.64,7.54,6.227334771115768,10.627458196
428900.54,4580769.68,58.12,8.02,6.227334771115768,10.860890549
428900.54,4580769.68,58.55,8.45,6.227334771115768,11.127478234
428900.54,4580769.68,58.91,8.81,6.227334771115768,11.360708646
428900.54,4580769.68,59.21,9.11,6.227509304040966,11.594462095
