x(m),y(m),z(m),zRelative(m),heading(rad),t(s)
429100.69,4580769.72,50.1,0.0,6.243042734383716,0
429100.69,4580769.72,50.1,0.0,6.243042734383716,0.007533946
429100.69,4580769.72,50.15,0.05,6.244613530710512,6.475815673
429100.68,4580769.73,50.29,0.19,6.244264464860113,6.707844043
429100.67,4580769.75,50.51,0.41,6.244089931934913,6.974197104
429100.64,4580769.76,50.8,0.7,6.243915399009714,7.209041853
429100.63,4580769.77,51.15,1.05,6.244089931934913,7.442440502
429100.63,4580769.78,51.55,1.45,6.244264464860113,7.674541102
429100.61,4580769.8,51.99,1.89,6.244264464860113,7.907494942
429100.6,4580769.81,52.45,2.35,6.244264464860113,8.175341438
429100.59,4580769.81,52.93,2.83,6.244264464860113,8.408974533
429100.59,4580769.82,53.42,3.32,6.227160238190568,8.641293175
429100.58,4580769.82,53.93,3.83,6.227160238190568,8.874537072
429100.57,4580769.83,54.45,4.35,6.227334771115768,9.108917567
429100.57,4580769.83,54.98,4.88,6.227509304040966,9.37524676
429100.56,4580769.83,55.52,5.42,6.227509304040966,9.607479252
429100.56,4580769.84,56.07,5.97,6.227509304040966,9.841335648
429100.56,4580769.84,56.61,6.51,6.227334771115768,10.075810959
429100.56,4580769.84,57.14,7.04,6.227334771115768,10.308985176
429100.56,4580769.84,57.65,7.55,6.227334771115768,10.573908057
429100.55,4580769.84,58.13,8.03,6.227334771115768,10.807508255
429100.55,4580769.85,58.55,8.45,6.227334771115768,11.042333878
429100.55,4580769.85,58.92,8.82,6.227334771115768,11.276031656
429100.54,4580769.85,59.21,9.11,6.227509304040966,11.508085458
