20m, 60m, 120m
0.4631956912,	0.5327956989,	0.8555160142
0.4865350090,	0.4806451613,	0.7766903915
0.5064631957,	0.4876344086,	0.7656583630
0.3933572711,	0.4060931900,	0.6103202847
0.4472172352,	0.4629032258,	0.7104982206
0.3754039497,	0.3313620072,	0.4902135231
0.4847396768,	0.4324372760,	0.6348754448
0.2980251346,	0.2707885305,	0.4697508897
0.4420107720,	0.4657706093,	0.6023131673
0.3308797127,	0.2548387097,	0.4521352313
