x(m),y(m),z(m),zRelative(m),heading(rad),t(s)
428416.8,4581377.98,120.1,0.0,6.228207435741766,0
428416.8,4581377.98,120.1,0.0,6.228207435741766,0.003135973
428416.8,4581377.97,120.1,0.0,6.228556501592164,2.400006774
428416.8,4581377.98,120.1,0.0,6.228556501592164,2.666143853
428416.8,4581377.97,120.09,0.0,6.228731034517364,3.136944596
428416.81,4581377.97,120.09,0.0,6.228905567442562,4.802981584
428416.81,4581377.97,120.1,0.01,6.229254633292962,6.267230266
428416.8,4581377.97,120.16,0.07,6.229080100367763,6.502558744
428416.8,4581377.98,120.3,0.21,6.228905567442562,6.740122466
428416.8,4581377.98,120.52,0.43,6.228731034517364,6.971290647
428416.79,4581378.0,120.82,0.73,6.228731034517364,7.202380865
428416.79,4581378.0,121.17,1.08,6.228905567442562,7.46539061
428416.79,4581378.0,121.57,1.48,6.228905567442562,7.69755033
428416.78,4581378.01,122.01,1.92,6.229080100367763,7.931676625
428416.77,4581378.01,122.47,2.38,6.228905567442562,8.167337998
428416.77,4581378.01,122.95,2.86,6.228905567442562,8.403516616
428416.77,4581378.02,123.44,3.35,6.224367711387377,8.671131793
428416.76,4581378.02,123.95,3.86,6.224193178462178,8.904017717
428416.76,4581378.02,124.47,4.38,6.224367711387377,9.135421942
428416.76,4581378.03,125.0,4.91,6.224367711387377,9.366930491
428416.75,4581378.03,125.54,5.45,6.224542244312577,9.600471472
428416.75,4581378.03,126.08,5.99,6.224542244312577,9.868933643
428416.75,4581378.03,126.62,6.53,6.224542244312577,10.101255976
428416.75,4581378.03,127.16,7.07,6.224367711387377,10.33476923
428416.75,4581378.03,127.66,7.57,6.224367711387377,10.569150646
428416.75,4581378.03,128.14,8.05,6.224367711387377,10.803308878
428416.75,4581378.03,128.56,8.47,6.224367711387377,11.067668369
428416.75,4581378.03,128.91,8.82,6.224367711387377,11.300564726
428416.75,4581378.03,129.2,9.11,6.224367711387377,11.535666426
