x(m),y(m),z(m),zRelative(m),heading(rad),t(s)
428166.8,4581377.62,120.1,0.0,6.228207435741766,0
428166.79,4581377.6,120.1,0.0,6.228556501592164,2.401363013
428166.8,4581377.62,120.1,0.0,6.228556501592164,2.669976084
428166.79,4581377.6,120.09,0.0,6.228731034517364,3.132063885
428166.8,4581377.6,120.09,0.0,6.228905567442562,4.799748523
428166.8,4581377.6,120.1,0.01,6.229254633292962,6.267391211
428166.8,4581377.6,120.15,0.06,6.229080100367763,6.499233972
428166.8,4581377.62,120.28,0.19,6.228905567442562,6.732512887
428166.79,4581377.62,120.5,0.41,6.228905567442562,6.967551012
428166.79,4581377.63,120.79,0.7,6.228731034517364,7.201775642
428166.78,4581377.63,121.14,1.05,6.228905567442562,7.466899946
428166.78,4581377.63,121.54,1.45,6.228905567442562,7.699819467
428166.77,4581377.64,121.97,1.88,6.229080100367763,7.934287905
428166.76,4581377.64,122.43,2.34,6.229080100367763,8.167968359
428166.76,4581377.64,122.9,2.81,6.228905567442562,8.400581037
428166.76,4581377.65,123.4,3.31,6.224367711387377,8.667154026
428166.75,4581377.65,123.9,3.81,6.224367711387377,8.901204302
428166.75,4581377.65,124.42,4.33,6.224367711387377,9.133675353
428166.75,4581377.66,124.95,4.86,6.224542244312577,9.367155172
428166.75,4581377.66,125.49,5.4,6.224716777237777,9.601213702
428166.75,4581377.66,126.03,5.94,6.224542244312577,9.867502159
428166.75,4581377.66,126.58,6.49,6.224542244312577,10.099615324
428166.75,4581377.66,127.11,7.02,6.224367711387377,10.333058669
428166.75,4581377.66,127.62,7.53,6.224367711387377,10.567432927
428166.75,4581377.66,128.09,8.0,6.224367711387377,10.802399446
428166.74,4581377.66,128.52,8.43,6.224367711387377,11.068577155
428166.74,4581377.66,128.88,8.79,6.224542244312577,11.300263961
428166.74,4581377.66,129.18,9.09,6.224542244312577,11.533472403
