x(m),y(m),z(m),zRelative(m),heading(rad),t(s)
428016.8,4581378.04,120.1,0.0,6.228207435741766,0
428016.8,4581378.04,120.1,0.0,6.228207435741766,0.007173308
428016.8,4581378.03,120.1,0.0,6.228556501592164,2.409336161
428016.8,4581378.04,120.1,0.0,6.228556501592164,2.675167346
428016.8,4581378.03,120.09,0.0,6.228731034517364,3.138358816
428016.81,4581378.03,120.09,0.0,6.229080100367763,4.803459316
428016.81,4581378.03,120.1,0.01,6.229254633292962,6.28290481
428016.81,4581378.03,120.15,0.06,6.229080100367763,6.512030419
428016.8,4581378.04,120.28,0.19,6.229080100367763,6.739697013
428016.79,4581378.04,120.5,0.41,6.228905567442562,6.968562218
428016.79,4581378.05,120.79,0.7,6.228731034517364,7.201999791
428016.78,4581378.05,121.14,1.05,6.228905567442562,7.46781123
428016.78,4581378.05,121.54,1.45,6.228905567442562,7.701556876
428016.78,4581378.06,121.97,1.88,6.229080100367763,7.937063781
428016.78,4581378.06,122.43,2.34,6.229080100367763,8.174013012
428016.77,4581378.07,122.9,2.81,6.229080100367763,8.410827683
428016.77,4581378.07,123.4,3.31,6.224716777237777,8.685622286
428016.76,4581378.07,123.9,3.81,6.224716777237777,8.920411823
428016.76,4581378.07,124.42,4.33,6.224716777237777,9.152289449
428016.76,4581378.07,124.95,4.86,6.224891310162976,9.386105448
428016.76,4581378.08,125.49,5.4,6.224891310162976,9.614886713
428016.76,4581378.08,126.03,5.94,6.224891310162976,9.874496628
428016.75,4581378.08,126.58,6.49,6.224716777237777,10.103314729
428016.75,4581378.08,127.11,7.02,6.224716777237777,10.334240703
428016.75,4581378.08,127.62,7.53,6.224716777237777,10.56610632
428016.75,4581378.08,128.09,8.0,6.224716777237777,10.799790788
428016.74,4581378.08,128.52,8.43,6.224716777237777,11.068315255
428016.74,4581378.08,128.88,8.79,6.224716777237777,11.305332474
428016.74,4581378.08,129.18,9.09,6.224891310162976,11.543638423
