x(m),y(m),z(m),zRelative(m),heading(rad),t(s)
428983.43,4580698.4,110.1,0.0,6.2339670222733465,0
428983.43,4580698.4,110.1,0.0,6.2339670222733465,0.163368763
428983.44,4580698.4,110.1,0.0,6.234490621048944,2.096088495
428983.44,4580698.4,110.16,0.06,6.2351887527497425,5.928837501
428983.43,4580698.41,110.3,0.2,6.235014219824543,6.160912198
428983.41,4580698.42,110.52,0.42,6.234665153974144,6.394684082
428983.4,4580698.43,110.81,0.71,6.234665153974144,6.630023791
428983.39,4580698.43,111.16,1.06,6.234665153974144,6.898129904
428983.39,4580698.44,111.56,1.46,6.2348396868993445,7.131446481
428983.38,4580698.44,112.0,1.9,6.2348396868993445,7.363225245
428983.37,4580698.45,112.46,2.36,6.2348396868993445,7.595081106
428983.37,4580698.46,112.95,2.85,6.2348396868993445,7.828389878
428983.36,4580698.46,113.45,3.35,6.226113040639372,8.096986465
428983.35,4580698.46,113.95,3.85,6.226113040639372,8.331581907
428983.35,4580698.46,114.47,4.37,6.226287573564571,8.564580364
428983.35,4580698.46,114.99,4.89,6.226287573564571,8.796208724
428983.35,4580698.48,115.53,5.43,6.226113040639372,9.028702876
428983.35,4580698.48,116.07,5.97,6.226113040639372,9.296406211
428983.35,4580698.48,116.62,6.52,6.226113040639372,9.531134434
428983.35,4580698.48,117.15,7.05,6.226113040639372,9.76411293
428983.34,4580698.49,117.67,7.57,6.226113040639372,9.996038405
428983.34,4580698.49,118.14,8.04,6.226113040639372,10.229679673
428983.34,4580698.49,118.56,8.46,6.226113040639372,10.497204007
428983.34,4580698.49,118.92,8.82,6.226113040639372,10.730065204
428983.34,4580698.49,119.21,9.11,6.226113040639372,10.962487123
428983.34,4580698.49,119.43,9.33,6.226113040639372,11.196645562
428983.34,4580698.49,119.59,9.49,6.226113040639372,11.430881338
428983.34,4580698.49,119.72,9.62,6.226113040639372,11.696471693
428983.33,4580698.49,119.8,9.7,6.226113040639372,11.929599793
428983.33,4580698.5,119.87,9.77,6.226113040639372,12.164145483
