x(m),y(m),z(m),zRelative(m),heading(rad),t(s)
428668.42,4580698.65,110.1,0.0,6.2339670222733465,0
428668.42,4580698.65,110.1,0.0,6.2339670222733465,0.167549721
428668.43,4580698.65,110.1,0.0,6.234490621048944,2.099390976
428668.43,4580698.65,110.15,0.05,6.2351887527497425,5.931858305
428668.42,4580698.66,110.29,0.19,6.2348396868993445,6.165074794
428668.4,4580698.67,110.51,0.41,6.2348396868993445,6.399450467
428668.39,4580698.68,110.8,0.7,6.2348396868993445,6.633496799
428668.39,4580698.68,111.15,1.05,6.2348396868993445,6.898810013
428668.39,4580698.69,111.55,1.45,6.2348396868993445,7.131848213
428668.37,4580698.69,111.98,1.88,6.2348396868993445,7.366534846
428668.36,4580698.7,112.45,2.35,6.2348396868993445,7.600168574
428668.36,4580698.7,112.93,2.83,6.2348396868993445,7.832349545
428668.35,4580698.71,113.43,3.33,6.225938507714172,8.09829845
428668.34,4580698.71,113.93,3.83,6.225938507714172,8.332754966
428668.34,4580698.71,114.45,4.35,6.226113040639372,8.566633398
428668.34,4580698.71,114.98,4.88,6.226113040639372,8.799034866
428668.34,4580698.73,115.51,5.41,6.226113040639372,9.031838706
428668.34,4580698.73,116.05,5.95,6.226113040639372,9.299617865
428668.34,4580698.73,116.6,6.5,6.226113040639372,9.533358722
428668.34,4580698.73,117.13,7.03,6.226113040639372,9.765601692
428668.33,4580698.74,117.65,7.55,6.226113040639372,9.998676033
428668.33,4580698.74,118.13,8.03,6.226113040639372,10.233168518
428668.33,4580698.74,118.55,8.45,6.226113040639372,10.499708705
428668.33,4580698.74,118.91,8.81,6.226113040639372,10.732001331
428668.33,4580698.74,119.2,9.1,6.226113040639372,10.965393687
428668.33,4580698.74,119.42,9.32,6.226113040639372,11.199959697
428668.32,4580698.74,119.59,9.49,6.226113040639372,11.433333293
428668.32,4580698.74,119.71,9.61,6.225938507714172,11.698513702
428668.32,4580698.74,119.8,9.7,6.226113040639372,11.932091934
428668.32,4580698.75,119.87,9.77,6.226113040639372,12.166716174
