x(m),y(m),z(m),zRelative(m),heading(rad),t(s)
428848.4,4580698.3,110.1,0.0,6.2339670222733465,0
428848.4,4580698.3,110.1,0.0,6.2339670222733465,0.166187783
428848.41,4580698.3,110.1,0.0,6.234490621048944,2.095577665
428848.41,4580698.3,110.15,0.05,6.2351887527497425,5.925789153
428848.4,4580698.31,110.29,0.19,6.2348396868993445,6.158572835
428848.39,4580698.32,110.51,0.41,6.2348396868993445,6.392542526
428848.38,4580698.33,110.8,0.7,6.2348396868993445,6.627933896
428848.37,4580698.33,111.15,1.05,6.2348396868993445,6.895047296
428848.37,4580698.34,111.55,1.45,6.235014219824543,7.127514083
428848.36,4580698.34,111.98,1.88,6.235014219824543,7.359425566
428848.35,4580698.36,112.45,2.35,6.2348396868993445,7.592855714
428848.34,4580698.36,112.93,2.83,6.2348396868993445,7.827649452
428848.34,4580698.37,113.43,3.33,6.225938507714172,8.094575654
428848.34,4580698.37,113.93,3.83,6.226113040639372,8.32648983
428848.33,4580698.37,114.45,4.35,6.226113040639372,8.559238629
428848.33,4580698.37,114.98,4.88,6.226113040639372,8.793811236
428848.33,4580698.38,115.51,5.41,6.225938507714172,9.027747358
428848.33,4580698.38,116.05,5.95,6.225938507714172,9.2934546
428848.32,4580698.38,116.6,6.5,6.225938507714172,9.525857156
428848.32,4580698.38,117.13,7.03,6.225938507714172,9.760052582
428848.32,4580698.39,117.65,7.55,6.226113040639372,9.995171488
428848.31,4580698.39,118.13,8.03,6.226113040639372,10.228421676
428848.31,4580698.39,118.55,8.45,6.226113040639372,10.492870655
428848.31,4580698.39,118.91,8.81,6.226113040639372,10.725784029
428848.31,4580698.39,119.2,9.1,6.226113040639372,10.960530661
428848.31,4580698.39,119.42,9.32,6.225938507714172,11.195028333
428848.3,4580698.39,119.59,9.49,6.225938507714172,11.427518532
428848.3,4580698.39,119.71,9.61,6.225938507714172,11.693060143
428848.3,4580698.39,119.8,9.7,6.225938507714172,11.928241372
428848.3,4580698.4,119.87,9.77,6.225938507714172,12.163211557
