x(m),y(m),z(m),zRelative(m),heading(rad),t(s)
428803.43,4580698.4,110.1,0.0,6.2339670222733465,0
428803.43,4580698.4,110.1,0.0,6.2339670222733465,0.160870921
428803.43,4580698.4,110.15,0.05,6.2351887527497425,5.927950952
428803.43,4580698.41,110.28,0.18,6.2348396868993445,6.160977405
428803.41,4580698.41,110.5,0.4,6.234665153974144,6.394237771
428803.4,4580698.43,110.79,0.69,6.234665153974144,6.628119968
428803.39,4580698.43,111.13,1.03,6.2348396868993445,6.893975614
428803.39,4580698.43,111.53,1.43,6.235014219824543,7.128106945
428803.38,4580698.44,111.96,1.86,6.235014219824543,7.361524639
428803.38,4580698.45,112.43,2.33,6.235014219824543,7.594201873
428803.37,4580698.45,112.91,2.81,6.2348396868993445,7.827491407
428803.36,4580698.46,113.41,3.31,6.225938507714172,8.094576632
428803.36,4580698.46,113.91,3.81,6.226113040639372,8.327478659
428803.35,4580698.46,114.43,4.33,6.226113040639372,8.561237384
428803.35,4580698.46,114.95,4.85,6.226113040639372,8.794194212
428803.35,4580698.46,115.49,5.39,6.226113040639372,9.028089742
428803.34,4580698.46,116.03,5.93,6.226113040639372,9.294093243
428803.34,4580698.48,116.58,6.48,6.226113040639372,9.527825681
428803.34,4580698.48,117.11,7.01,6.226113040639372,9.760853105
428803.34,4580698.48,117.63,7.53,6.226113040639372,9.995053774
428803.33,4580698.49,118.11,8.01,6.226113040639372,10.228088822
428803.33,4580698.49,118.53,8.43,6.226113040639372,10.493523745
428803.33,4580698.49,118.9,8.8,6.226113040639372,10.727606988
428803.33,4580698.49,119.19,9.09,6.226113040639372,10.961999095
428803.33,4580698.49,119.42,9.32,6.226113040639372,11.194981525
428803.33,4580698.49,119.58,9.48,6.226113040639372,11.427062584
428803.33,4580698.49,119.71,9.61,6.226113040639372,11.693801541
428803.33,4580698.49,119.8,9.7,6.226113040639372,11.928871028
428803.33,4580698.5,119.86,9.76,6.226113040639372,12.162602607
