x(m),y(m),z(m),zRelative(m),heading(rad),t(s)
428713.42,4580698.57,110.1,0.0,6.2339670222733465,0
428713.42,4580698.57,110.1,0.0,6.2339670222733465,0.16784944
428713.43,4580698.57,110.1,0.0,6.234490621048944,2.092209615
428713.43,4580698.57,110.15,0.05,6.2351887527497425,5.927733221
428713.42,4580698.58,110.29,0.19,6.235014219824543,6.162556929
428713.4,4580698.59,110.51,0.41,6.2348396868993445,6.398282564
428713.4,4580698.6,110.8,0.7,6.2348396868993445,6.632766052
428713.39,4580698.6,111.15,1.05,6.2348396868993445,6.898277852
428713.39,4580698.6,111.55,1.45,6.2348396868993445,7.129749862
428713.38,4580698.62,111.98,1.88,6.2348396868993445,7.362426614
428713.37,4580698.63,112.45,2.35,6.2348396868993445,7.596517627
428713.36,4580698.63,112.93,2.83,6.2348396868993445,7.831525317
428713.36,4580698.63,113.43,3.33,6.225938507714172,8.09811542
428713.36,4580698.64,113.93,3.83,6.225938507714172,8.330154903
428713.35,4580698.64,114.45,4.35,6.226113040639372,8.56301884
428713.35,4580698.64,114.98,4.88,6.226113040639372,8.79752132
428713.35,4580698.64,115.51,5.41,6.226113040639372,9.031373469
428713.35,4580698.65,116.05,5.95,6.226113040639372,9.296835338
428713.34,4580698.65,116.6,6.5,6.225938507714172,9.530022692
428713.34,4580698.65,117.13,7.03,6.225938507714172,9.764430867
428713.34,4580698.65,117.65,7.55,6.225938507714172,9.998334649
428713.33,4580698.66,118.13,8.03,6.226113040639372,10.230176814
428713.33,4580698.66,118.55,8.45,6.226113040639372,10.495973205
428713.33,4580698.66,118.91,8.81,6.226113040639372,10.730753374
428713.33,4580698.66,119.2,9.1,6.226113040639372,10.965684442
428713.33,4580698.66,119.42,9.32,6.226113040639372,11.198238419
428713.32,4580698.66,119.59,9.49,6.226113040639372,11.430055569
428713.32,4580698.66,119.71,9.61,6.226113040639372,11.696421202
428713.32,4580698.66,119.8,9.7,6.225938507714172,11.93129642
428713.32,4580698.66,119.87,9.77,6.225938507714172,12.165499026
