20m, 60m, 120m
0.1193895871,	0.1297491039,	0.1247330961
0.1201077199,	0.1297491039,	0.1229537367
0.1262118492,	0.1379928315,	0.137544484
0.1314183124,	0.1476702509,	0.1585409253
0.1416517056,	0.141218638,	0.1489323843
