20m, 60m, 120m
0.1113105925,	0.1220430108,	0.1135231317
0.1143626571,	0.1222222222,	0.1137010676
0.1312387792,	0.1317204301,	0.140569395
0.1305206463,	0.1453405018,	0.1519572954
0.1391382406,	0.1387096774,	0.1462633452
