20m, 60m, 120m
0.1141831239,	0.1241935484,	0.1176156584
0.1181328546,	0.1254480287,	0.1176156584
0.1271095153,	0.1344086022,	0.1379003559
0.1312387792,	0.1444444444,	0.1501779359
0.1375224417,	0.1363799283,	0.1432384342
