20m, 60m, 120m
0.1193895871,	0.1301075269,	0.1243772242
0.1199281867,	0.1297491039,	0.1227758007
0.1256732496,	0.1376344086,	0.1370106762
0.1321364452,	0.1480286738,	0.156405694
0.142010772,	0.1417562724,	0.1494661922
