20m, 60m, 120m
0.1183123878,	0.1281362007,	0.1234875445
0.118491921,	0.1283154122,	0.1215302491
0.1312387792,	0.138172043,	0.1414590747
0.1303411131,	0.1451612903,	0.1558718861
0.1405745063,	0.1403225806,	0.1483985765
