x(m),y(m),z(m),zRelative(m),heading(rad),t(s)
429017.94,4580868.27,20.0,0.0,6.227509304040966,0
429017.94,4580868.27,20.0,0.0,6.227509304040966,0.024359851
429017.94,4580868.27,19.99,0.0,6.227858369891366,2.891637387
429017.94,4580868.27,20.01,0.02,6.228207435741766,5.327646035
429017.94,4580868.27,20.03,0.04,6.228207435741766,5.563616061
429017.94,4580868.27,20.05,0.06,6.228207435741766,5.797961692
429017.94,4580868.27,20.08,0.09,6.228381968666964,6.030706562
429017.94,4580868.27,20.12,0.13,6.228207435741766,6.261920065
429017.94,4580868.27,20.23,0.24,6.228207435741766,6.524040457
429017.94,4580868.28,20.43,0.44,6.228032902816566,6.754895781
429017.93,4580868.28,20.71,0.72,6.228032902816566,6.987457388
429017.93,4580868.28,21.05,1.06,6.228032902816566,7.22154688
429017.93,4580868.28,21.44,1.45,6.228032902816566,7.45734964
429017.92,4580868.29,21.87,1.88,6.228207435741766,7.727331645
429017.92,4580868.29,22.33,2.34,6.228207435741766,7.962352742
429017.91,4580868.3,22.81,2.82,6.228032902816566,8.195715083
429017.91,4580868.3,23.31,3.32,6.224367711387377,8.427519757
429017.9,4580868.3,23.83,3.84,6.224367711387377,8.658394837
429017.9,4580868.3,24.35,4.36,6.224542244312577,8.923113337
429017.89,4580868.31,24.88,4.89,6.224542244312577,9.156374405
429017.89,4580868.3,25.41,5.42,6.224542244312577,9.391232469
429017.89,4580868.3,25.95,5.96,6.224542244312577,9.627460872
429017.89,4580868.3,26.49,6.5,6.224542244312577,9.862508188
429017.89,4580868.3,27.02,7.03,6.224542244312577,10.128190136
429017.89,4580868.3,27.53,7.54,6.224542244312577,10.359699546
429017.89,4580868.31,28.02,8.03,6.224542244312577,10.591018169
429017.89,4580868.31,28.44,8.45,6.224542244312577,10.823896637
429017.89,4580868.31,28.81,8.82,6.224542244312577,11.058602677
429017.89,4580868.31,29.1,9.11,6.224542244312577,11.327154492
