x(m),y(m),z(m),zRelative(m),heading(rad),t(s)
428817.92,4580868.11,20.0,0.0,6.227509304040966,0
428817.92,4580868.11,20.0,0.0,6.227509304040966,0.024660539
428817.92,4580868.11,19.99,0.0,6.227858369891366,2.890664492
428817.92,4580868.11,20.01,0.02,6.228207435741766,5.326605342
428817.92,4580868.11,20.03,0.04,6.228207435741766,5.558481488
428817.92,4580868.11,20.05,0.06,6.228381968666964,5.789365696
428817.92,4580868.11,20.08,0.09,6.228381968666964,6.021742291
428817.92,4580868.11,20.12,0.13,6.228207435741766,6.255718071
428817.92,4580868.11,20.23,0.24,6.228207435741766,6.524560325
428817.92,4580868.12,20.43,0.44,6.228032902816566,6.759590373
428817.91,4580868.12,20.71,0.72,6.228032902816566,6.993020404
428817.9,4580868.12,21.05,1.06,6.228032902816566,7.224817238
428817.9,4580868.12,21.44,1.45,6.228032902816566,7.456557484
428817.9,4580868.13,21.87,1.88,6.228207435741766,7.722868922
428817.9,4580868.13,22.33,2.34,6.228207435741766,7.95795057
428817.9,4580868.13,22.81,2.82,6.228032902816566,8.192244149
428817.89,4580868.13,23.31,3.32,6.224542244312577,8.425002945
428817.88,4580868.14,23.83,3.84,6.224542244312577,8.656979844
428817.88,4580868.14,24.35,4.36,6.224542244312577,8.923362365
428817.88,4580868.14,24.88,4.89,6.224716777237777,9.157951246
428817.87,4580868.14,25.41,5.42,6.224716777237777,9.391816508
428817.87,4580868.14,25.95,5.96,6.224542244312577,9.624379309
428817.87,4580868.14,26.49,6.5,6.224542244312577,9.857990514
428817.87,4580868.14,27.02,7.03,6.224542244312577,10.12413257
428817.87,4580868.14,27.53,7.54,6.224542244312577,10.358727857
428817.87,4580868.15,28.02,8.03,6.224542244312577,10.591072258
428817.87,4580868.15,28.44,8.45,6.224542244312577,10.823988377
428817.87,4580868.15,28.81,8.82,6.224542244312577,11.058391535
428817.87,4580868.15,29.1,9.11,6.224542244312577,11.32460513
