x(m),y(m),z(m),zRelative(m),heading(rad),t(s)
428767.92,4580868.24,20.0,0.0,6.227509304040966,0
428767.92,4580868.24,20.0,0.0,6.227509304040966,0.021747195
428767.92,4580868.24,19.99,0.0,6.227858369891366,2.889352081
428767.92,4580868.24,20.01,0.02,6.228207435741766,5.327652883
428767.92,4580868.24,20.03,0.04,6.228207435741766,5.559914675
428767.92,4580868.24,20.05,0.06,6.228381968666964,5.793511817
428767.92,4580868.24,20.08,0.09,6.228381968666964,6.024450731
428767.92,4580868.24,20.12,0.13,6.228207435741766,6.25452015
428767.92,4580868.24,20.23,0.24,6.228207435741766,6.517216631
428767.92,4580868.25,20.43,0.44,6.228032902816566,6.749375444
428767.91,4580868.25,20.71,0.72,6.228032902816566,6.983600831
428767.9,4580868.25,21.05,1.06,6.228032902816566,7.218751038
428767.9,4580868.25,21.44,1.45,6.228032902816566,7.455670052
428767.9,4580868.27,21.87,1.88,6.228207435741766,7.725924378
428767.89,4580868.27,22.33,2.34,6.228207435741766,7.960899466
428767.89,4580868.27,22.81,2.82,6.228032902816566,8.194283674
428767.89,4580868.28,23.31,3.32,6.224367711387377,8.426134512
428767.88,4580868.28,23.83,3.84,6.224367711387377,8.656537676
428767.88,4580868.28,24.35,4.36,6.224367711387377,8.920428801
428767.87,4580868.28,24.88,4.89,6.224542244312577,9.152371884
428767.87,4580868.28,25.41,5.42,6.224716777237777,9.386548549
428767.87,4580868.28,25.95,5.96,6.224716777237777,9.622049205
428767.87,4580868.28,26.49,6.5,6.224716777237777,9.85946496
428767.87,4580868.28,27.02,7.03,6.224716777237777,10.12696698
428767.87,4580868.28,27.53,7.54,6.224542244312577,10.359852711
428767.87,4580868.28,28.02,8.03,6.224542244312577,10.591209673
428767.87,4580868.28,28.44,8.45,6.224542244312577,10.821475302
428767.87,4580868.29,28.81,8.82,6.224542244312577,11.053701839
428767.87,4580868.29,29.1,9.11,6.224542244312577,11.320146592
