x(m),y(m),z(m),zRelative(m),heading(rad),t(s)
428917.91,4580868.19,20.0,0.0,6.227509304040966,0
428917.91,4580868.19,20.0,0.0,6.227509304040966,0.025212066
428917.91,4580868.19,19.99,0.0,6.227858369891366,2.890562697
428917.91,4580868.19,20.01,0.02,6.228207435741766,5.325686895
428917.91,4580868.19,20.03,0.04,6.228207435741766,5.55755605
428917.91,4580868.19,20.05,0.06,6.228381968666964,5.788207864
428917.91,4580868.19,20.08,0.09,6.228381968666964,6.020195694
428917.91,4580868.19,20.12,0.13,6.228207435741766,6.253772859
428917.91,4580868.19,20.23,0.24,6.228207435741766,6.522064938
428917.91,4580868.2,20.43,0.44,6.228032902816566,6.757633534
428917.9,4580868.2,20.71,0.72,6.228032902816566,6.991541055
428917.89,4580868.2,21.05,1.06,6.228032902816566,7.223907009
428917.89,4580868.2,21.44,1.45,6.228032902816566,7.455328894
428917.89,4580868.21,21.87,1.88,6.228207435741766,7.721100846
428917.89,4580868.21,22.33,2.34,6.228207435741766,7.955801038
428917.89,4580868.21,22.81,2.82,6.228032902816566,8.190825009
428917.88,4580868.23,23.31,3.32,6.224542244312577,8.424575701
428917.87,4580868.23,23.83,3.84,6.224367711387377,8.656831731
428917.87,4580868.23,24.35,4.36,6.224542244312577,8.921587196
428917.87,4580868.23,24.88,4.89,6.224542244312577,9.155004855
428917.86,4580868.23,25.41,5.42,6.224716777237777,9.390360806
428917.86,4580868.23,25.95,5.96,6.224716777237777,9.628003252
428917.86,4580868.23,26.49,6.5,6.224716777237777,9.86123099
428917.86,4580868.23,27.02,7.03,6.224716777237777,10.128530111
428917.86,4580868.23,27.53,7.54,6.224542244312577,10.358501757
428917.86,4580868.23,28.02,8.03,6.224542244312577,10.587715508
428917.86,4580868.23,28.44,8.45,6.224542244312577,10.818325437
428917.86,4580868.24,28.81,8.82,6.224542244312577,11.050620269
428917.86,4580868.24,29.1,9.11,6.224542244312577,11.31756931
