x(m),y(m),z(m),zRelative(m),heading(rad),t(s)
428867.91,4580867.97,20.0,0.0,6.227509304040966,0
428867.91,4580867.97,19.99,0.0,6.227858369891366,2.869753866
428867.91,4580867.97,20.01,0.02,6.228207435741766,5.304444586
428867.91,4580867.97,20.03,0.04,6.228207435741766,5.538986583
428867.91,4580867.97,20.05,0.06,6.228381968666964,5.771967013
428867.91,4580867.97,20.08,0.09,6.228381968666964,6.003330192
428867.91,4580867.97,20.12,0.13,6.228207435741766,6.233389845
428867.91,4580867.97,20.23,0.24,6.228207435741766,6.49696404
428867.91,4580867.98,20.43,0.44,6.228032902816566,6.729670876
428867.91,4580867.98,20.71,0.72,6.228032902816566,6.964046621
428867.9,4580867.98,21.05,1.06,6.228032902816566,7.200051804
428867.9,4580867.98,21.44,1.45,6.228032902816566,7.43632249
428867.9,4580867.98,21.87,1.88,6.228207435741766,7.7038731
428867.89,4580867.99,22.33,2.34,6.228207435741766,7.936627526
428867.89,4580867.99,22.81,2.82,6.228032902816566,8.167709758
428867.88,4580867.99,23.31,3.32,6.224542244312577,8.398598663
428867.88,4580868.01,23.83,3.84,6.224542244312577,8.631231341
428867.87,4580868.01,24.35,4.36,6.224542244312577,8.901677411
428867.87,4580868.01,24.88,4.89,6.224716777237777,9.133747185
428867.87,4580868.01,25.41,5.42,6.224716777237777,9.366688184
428867.86,4580868.01,25.95,5.96,6.224716777237777,9.603942683
428867.86,4580868.01,26.49,6.5,6.224716777237777,9.838102894
428867.86,4580868.01,27.02,7.03,6.224542244312577,10.10287178
428867.86,4580868.01,27.53,7.54,6.224542244312577,10.333677526
428867.86,4580868.02,28.02,8.03,6.224542244312577,10.566150146
428867.86,4580868.02,28.44,8.45,6.224542244312577,10.799915439
428867.86,4580868.02,28.81,8.82,6.224542244312577,11.035405788
428867.86,4580868.02,29.1,9.11,6.224542244312577,11.303167535
