x(m),y(m),z(m),zRelative(m),heading(rad),t(s)
428717.93,4580868.37,20.0,0.0,6.227509304040966,0
428717.93,4580868.37,20.0,0.0,6.227509304040966,0.026936515
428717.93,4580868.37,19.99,0.0,6.227858369891366,2.893657411
428717.93,4580868.37,20.01,0.02,6.228207435741766,5.326429354
428717.93,4580868.37,20.03,0.04,6.228207435741766,5.558727731
428717.93,4580868.37,20.05,0.06,6.228381968666964,5.792619938
428717.93,4580868.37,20.08,0.09,6.228381968666964,6.027950125
428717.93,4580868.37,20.12,0.13,6.228207435741766,6.262354158
428717.93,4580868.37,20.23,0.24,6.228207435741766,6.527720125
428717.93,4580868.38,20.43,0.44,6.228032902816566,6.759201714
428717.92,4580868.38,20.71,0.72,6.228032902816566,6.992084978
428717.91,4580868.38,21.05,1.06,6.228032902816566,7.226597788
428717.91,4580868.38,21.44,1.45,6.228032902816566,7.461816026
428717.91,4580868.39,21.87,1.88,6.228207435741766,7.728263205
428717.9,4580868.39,22.33,2.34,6.228207435741766,7.96220681
428717.89,4580868.4,22.81,2.82,6.228207435741766,8.1928233
428717.89,4580868.4,23.31,3.32,6.224542244312577,8.424663366
428717.89,4580868.4,23.83,3.84,6.224367711387377,8.658226855
428717.89,4580868.4,24.35,4.36,6.224367711387377,8.92661838
428717.88,4580868.41,24.88,4.89,6.224542244312577,9.162257216
428717.88,4580868.4,25.41,5.42,6.224542244312577,9.396205368
428717.88,4580868.4,25.95,5.96,6.224542244312577,9.628494365
428717.88,4580868.4,26.49,6.5,6.224542244312577,9.859809377
428717.88,4580868.4,27.02,7.03,6.224542244312577,10.124953743
428717.88,4580868.4,27.53,7.54,6.224542244312577,10.359237508
428717.88,4580868.41,28.01,8.02,6.224542244312577,10.594761967
428717.88,4580868.41,28.44,8.45,6.224542244312577,10.829003073
428717.88,4580868.41,28.81,8.82,6.224542244312577,11.061790715
428717.88,4580868.41,29.1,9.11,6.224542244312577,11.326009691
