x(m),y(m),z(m),zRelative(m),heading(rad),t(s)
428967.93,4580868.4,20.0,0.0,6.227509304040966,0
428967.93,4580868.4,20.0,0.0,6.227509304040966,0.096238098
428967.93,4580868.4,19.99,0.0,6.227858369891366,2.998038343
428967.93,4580868.4,20.01,0.02,6.228207435741766,5.398128469
428967.93,4580868.4,20.03,0.04,6.228207435741766,5.631504471
428967.93,4580868.4,20.05,0.06,6.228381968666964,5.863554382
428967.93,4580868.4,20.08,0.09,6.228381968666964,6.12952567
428967.93,4580868.4,20.11,0.12,6.228381968666964,6.364358176
428967.93,4580868.4,20.22,0.23,6.228207435741766,6.59843984
428967.93,4580868.41,20.41,0.42,6.228032902816566,6.830836939
428967.92,4580868.41,20.69,0.7,6.228032902816566,7.063112372
428967.92,4580868.41,21.02,1.03,6.228032902816566,7.330008435
428967.92,4580868.41,21.41,1.42,6.228207435741766,7.56489988
428967.91,4580868.42,21.84,1.85,6.228207435741766,7.798047722
428967.91,4580868.42,22.3,2.31,6.228207435741766,8.030008018
428967.9,4580868.42,22.78,2.79,6.228032902816566,8.263135106
428967.9,4580868.43,23.28,3.29,6.224542244312577,8.531121662
428967.89,4580868.43,23.8,3.81,6.224542244312577,8.765074116
428967.89,4580868.43,24.31,4.32,6.224716777237777,8.997425372
428967.88,4580868.43,24.84,4.85,6.224716777237777,9.229412821
428967.88,4580868.43,25.37,5.38,6.224716777237777,9.463115827
428967.88,4580868.43,25.91,5.92,6.224542244312577,9.731619302
428967.88,4580868.43,26.45,6.46,6.224716777237777,9.965818265
428967.88,4580868.43,26.99,7.0,6.224716777237777,10.197906535
428967.88,4580868.45,27.51,7.52,6.224716777237777,10.429811898
428967.88,4580868.45,27.99,8.0,6.224716777237777,10.663329812
428967.87,4580868.45,28.42,8.43,6.224716777237777,10.931166264
428967.87,4580868.45,28.79,8.8,6.224716777237777,11.164561395
428967.88,4580868.45,29.08,9.09,6.224716777237777,11.397009631
