20m, 60m, 120m
0.09048473968,	0.09569892473,	0.09733096085
0.1183123878,	0.1234767025,	0.1446619217
0.08043087971,	0.08082437276,	0.08576512456
0.06894075404,	0.06935483871,	0.07330960854
0.1393177738,	0.1277777778,	0.1526690391
